Name	Length	EffectiveLength	TPM	NumReads
FBtr0333833	6118	5940.234	0.095077	3.798
FBtr0433496	5848	5670.234	0.068191	2.600
FBtr0304826	8410	8232.234	0.067992	3.764
FBtr0433495	8302	8124.234	0.069285	3.785
FBtr0433493	8251	8073.234	0.074547	4.047
FBtr0300808	2019	1841.234	0.000000	0.000
FBtr0300809	4061	3883.234	0.071988	1.880
FBtr0301700	4064	3886.234	0.071909	1.879
FBtr0072287	5108	4930.234	29.379045	974.000
FBtr0343633	2816	2638.234	27.293996	484.211
FBtr0074281	2640	2462.234	48.486473	802.793
FBtr0343632	2730	2552.234	2.500752	42.919
FBtr0074279	3898	3720.234	43.922164	1098.772
FBtr0074280	3895	3717.234	3.932780	98.304
FBtr0072238	1035	857.234	0.000000	0.000
FBtr0308073	1317	1139.234	1.310113	10.036
FBtr0082360	764	586.596	81.872753	322.948
FBtr0082361	1024	846.234	1.057216	6.016
FBtr0079938	1428	1250.234	2.735790	23.000
FBtr0077227	1279	1101.234	165.709613	1227.103
FBtr0091702	1278	1100.234	7.420058	54.897
FBtr0074882	2425	2247.234	15.844213	239.427
FBtr0332153	3588	3410.234	3.014523	69.128
FBtr0310476	2042	1864.234	7.272487	91.167
FBtr0100666	2416	2238.234	8.201296	123.436
FBtr0332726	2033	1855.234	4.636501	57.842
FBtr0080287	1089	911.234	16.555905	101.446
FBtr0309307	5887	5709.234	0.118500	4.549
FBtr0300898	5037	4859.234	0.074999	2.451
FBtr0080024	1050	872.234	7.194442	42.197
FBtr0077389	2263	2085.234	98.631038	1383.000
FBtr0290204	1958	1780.234	0.000000	0.000
FBtr0086689	848	670.541	22.512606	101.509
FBtr0306636	1574	1396.234	7.650874	71.833
FBtr0086687	1472	1294.234	34.149894	297.205
FBtr0086690	2195	2017.234	0.692473	9.393
FBtr0086686	1532	1354.234	1.138580	10.368
FBtr0340359	2225	2047.234	1.147739	15.800
FBtr0301148	981	803.459	70.068702	378.566
FBtr0086684	908	730.514	0.461958	2.269
FBtr0306637	2237	2059.234	1.079172	14.943
FBtr0301149	1514	1336.234	1.459343	13.113
FBtr0086600	1106	928.234	5.640862	35.209
FBtr0331978	1118	940.234	18.155873	114.791
FBtr0078769	621	443.670	4537.749164	13538.000
FBtr0070712	1878	1700.234	0.874656	10.000
FBtr0343263	1108	930.234	0.041987	0.263
FBtr0343264	928	750.509	0.048359	0.244
FBtr0072024	920	742.512	0.048663	0.243
FBtr0113111	979	801.460	0.046450	0.250
FBtr0333452	4664	4486.234	0.234682	7.080
FBtr0333450	3996	3818.234	0.143419	3.682
FBtr0333451	4043	3865.234	0.140045	3.640
FBtr0300831	4092	3914.234	0.136697	3.598
FBtr0076303	1640	1462.234	2.406280	23.660
FBtr0076302	1655	1477.234	1.634146	16.233
FBtr0076301	2049	1871.234	50.712108	638.107
FBtr0077098	1123	945.234	87.759777	557.813
FBtr0070552	1047	869.234	0.000000	0.000
FBtr0075818	1346	1168.234	27.368740	215.000
FBtr0088789	1908	1730.234	4.899099	57.000
FBtr0304960	503	325.736	0.000000	0.000
FBtr0075249	843	665.545	0.000000	0.000
FBtr0084104	1804	1626.234	220.841307	2415.000
FBtr0336911	2177	1999.234	8.356478	112.342
FBtr0088974	1597	1419.234	24.990375	238.496
FBtr0100360	4963	4785.234	0.497136	15.997
FBtr0110880	2920	2742.234	0.081077	1.495
FBtr0334105	2225	2047.234	0.169749	2.337
FBtr0301185	2946	2768.234	0.079978	1.489
FBtr0110881	4262	4084.234	2.901343	79.683
FBtr0336928	1138	960.234	0.000000	0.000
FBtr0072107	995	817.448	0.000000	0.000
FBtr0085786	2956	2778.234	13.684741	255.658
FBtr0085785	3082	2904.234	1.176634	22.979
FBtr0334549	2894	2716.234	1.573507	28.740
FBtr0334550	3020	2842.234	0.660472	12.623
FBtr0340191	4545	4367.234	9.496010	278.870
FBtr0073848	4477	4299.234	58.116321	1680.130
FBtr0078387	3371	3193.234	9.755668	209.479
FBtr0087487	2027	1849.234	16.726986	208.000
FBtr0083735	2688	2510.234	0.041574	0.702
FBtr0332539	2448	2270.234	0.046544	0.711
FBtr0077790	977	799.461	0.000000	0.000
FBtr0331440	941	763.509	0.000000	0.000
FBtr0331439	971	793.468	0.000000	0.000
FBtr0082634	1746	1568.234	19.060373	201.000
FBtr0079612	1320	1142.234	7.030478	54.000
FBtr0087980	1799	1621.234	0.025116	0.274
FBtr0087979	1558	1380.234	0.028738	0.267
FBtr0072044	1063	885.234	0.000000	0.000
FBtr0343206	1072	894.234	0.000000	0.000
FBtr0072043	1160	982.234	0.000000	0.000
FBtr0075225	1132	954.234	0.155844	1.000
FBtr0112489	446	268.788	9.339320	16.880
FBtr0339263	740	562.604	0.031652	0.120
FBtr0301018	2276	2098.234	1.771872	25.000
FBtr0302526	640	462.649	4.178669	13.000
FBtr0100009	3280	3102.234	4.937520	103.000
FBtr0089901	2338	2160.234	1.141261	16.578
FBtr0089902	1803	1625.234	0.508253	5.555
FBtr0300562	2617	2439.234	5.651665	92.701
FBtr0089900	2125	1947.234	0.401215	5.254
FBtr0089904	2355	2177.234	0.625900	9.164
FBtr0301521	2467	2289.234	0.937230	14.427
FBtr0089905	2568	2390.234	2.384250	38.322
FBtr0345390	5214	5036.234	0.900381	30.492
FBtr0331425	3556	3378.234	1.909436	43.376
FBtr0332155	4408	4230.234	1.867056	53.110
FBtr0075014	3541	3363.234	1.769660	40.022
FBtr0078874	603	425.681	0.000000	0.000
FBtr0083452	2975	2797.234	15.129334	284.579
FBtr0302317	2262	2084.234	21.578047	302.421
FBtr0333248	2543	2365.234	0.062352	0.992
FBtr0114524	2411	2233.234	0.067144	1.008
FBtr0273385	6171	5993.234	1.923450	77.517
FBtr0339307	6637	6459.234	1.609041	69.888
FBtr0273384	6439	6261.234	4.526875	190.595
FBtr0082117	3807	3629.234	6.136581	149.760
FBtr0082116	6303	6125.234	2.443985	100.664
FBtr0082118	4671	4493.234	4.424101	133.671
FBtr0085011	1569	1391.234	0.000000	0.000
FBtr0081174	4145	3967.234	0.306474	8.176
FBtr0081175	3934	3756.234	0.360181	9.098
FBtr0303241	4041	3863.234	0.699317	18.167
FBtr0081176	3893	3715.234	0.375089	9.371
FBtr0305129	2997	2819.234	8.455790	160.302
FBtr0339156	2994	2816.234	3.222658	61.029
FBtr0339157	2988	2810.234	2.058633	38.902
FBtr0071784	2049	1871.234	1.369014	17.226
FBtr0071785	1989	1811.234	67.061528	816.774
FBtr0089148	3050	2872.234	2.409505	46.537
FBtr0089147	2773	2595.234	2.202265	38.433
FBtr0089150	2762	2584.234	4.108451	71.394
FBtr0089146	2709	2531.234	5.166444	87.938
FBtr0308247	2614	2436.234	32.270956	528.670
FBtr0089149	2840	2662.234	3.297274	59.028
FBtr0302559	2531	2353.234	0.000000	0.000
FBtr0346506	2597	2419.234	0.000000	0.000
FBtr0302190	3048	2870.234	3.543820	68.398
FBtr0086145	3054	2876.234	7.631582	147.602
FBtr0306281	375	197.868	0.000000	0.000
FBtr0306280	392	214.854	0.000000	0.000
FBtr0306258	4812	4634.234	5.388260	167.911
FBtr0073119	3828	3650.234	56.541847	1387.856
FBtr0073120	4106	3928.234	47.677983	1259.415
FBtr0073118	4763	4585.234	63.077689	1944.872
FBtr0337055	3442	3264.234	17.241055	378.442
FBtr0333895	3491	3313.234	65.957808	1469.508
FBtr0337056	4046	3868.234	16.223356	421.995
FBtr0077442	1411	1233.234	6.511701	54.000
FBtr0076018	1266	1088.234	2.817139	20.615
FBtr0076017	963	785.482	8.971194	47.385
FBtr0339781	3357	3179.234	0.476064	10.178
FBtr0070778	3093	2915.234	0.777383	15.239
FBtr0344824	2804	2626.234	2.751057	48.583
FBtr0345292	830	652.551	272.742136	1196.797
FBtr0070983	837	659.549	22.894141	101.537
FBtr0070982	1100	922.234	1.820477	11.290
FBtr0070981	941	763.509	93.330502	479.172
FBtr0070980	854	676.536	4964.766300	22586.204
FBtr0307300	2919	2741.234	12.915978	238.082
FBtr0113024	3030	2852.234	1.152435	22.103
FBtr0332600	2913	2735.234	0.587972	10.814
FBtr0083414	2815	2637.234	18.875037	334.727
FBtr0337043	3789	3611.234	0.464243	11.273
FBtr0077516	1338	1160.234	0.000000	0.000
FBtr0112524	1274	1096.234	2.171077	16.004
FBtr0089233	3691	3513.234	4.768724	112.658
FBtr0334626	3376	3198.234	1.970329	42.374
FBtr0310651	3526	3348.234	10.038982	226.026
FBtr0089229	3501	3323.234	15.391086	343.941
FBtr0082920	981	803.459	0.000000	0.000
FBtr0077386	1734	1556.234	21.596320	226.000
FBtr0071106	2301	2123.234	0.000000	0.000
FBtr0070937	2201	2023.234	90.413743	1230.083
FBtr0070938	2487	2309.234	91.247874	1416.917
FBtr0070397	1267	1089.234	1.365290	10.000
FBtr0074346	819	641.559	0.000000	0.000
FBtr0071471	1606	1428.234	0.000000	0.000
FBtr0330316	1609	1431.234	0.000000	0.000
FBtr0074918	1253	1075.234	15.490350	112.000
FBtr0072124	2163	1985.234	22.023272	294.000
FBtr0071683	1189	1011.234	72.794693	495.000
FBtr0077403	1061	883.234	0.346683	2.059
FBtr0113021	1089	911.234	0.301797	1.849
FBtr0077402	1231	1053.234	0.191204	1.354
FBtr0077401	1011	833.234	0.488582	2.738
FBtr0300280	1584	1406.234	0.105752	1.000
FBtr0346378	3461	3283.234	0.704693	15.558
FBtr0074809	2896	2718.234	23.544280	430.354
FBtr0335137	3353	3175.234	0.893975	19.088
FBtr0346141	373	195.868	2.780376	3.662
FBtr0085611	272	94.929	36.560315	23.338
FBtr0074029	585	407.690	0.000000	0.000
FBtr0075388	1505	1327.234	0.092567	0.826
FBtr0343534	2295	2117.234	0.152689	2.174
FBtr0086001	1762	1584.234	0.187740	2.000
FBtr0321315	1239	1061.234	0.000000	0.000
FBtr0333037	2846	2668.234	2.384666	42.786
FBtr0075724	2737	2559.234	3.753021	64.587
FBtr0075723	2084	1906.234	1.297108	16.627
FBtr0342770	3744	3566.234	12.165424	291.737
FBtr0070420	3766	3588.234	88.005267	2123.456
FBtr0342771	3838	3660.234	4.705170	115.808
FBtr0333323	2883	2705.234	1.211604	22.040
FBtr0333322	2930	2752.234	1.023386	18.940
FBtr0074137	2347	2169.234	5.210873	76.010
FBtr0074135	2386	2208.234	50.576255	751.010
FBtr0308136	1697	1519.234	0.061247	0.626
FBtr0080237	698	520.618	0.000000	0.000
FBtr0300638	3446	3268.234	0.071853	1.579
FBtr0073729	466	288.768	71.075671	138.014
FBtr0084836	743	565.603	21.822903	83.000
FBtr0082430	1248	1070.234	1.892504	13.620
FBtr0335211	1142	964.234	17.177973	111.380
FBtr0076857	1307	1129.234	0.263386	2.000
FBtr0300424	902	724.515	1.231544	6.000
FBtr0083860	1793	1615.234	5.440172	59.088
FBtr0302327	1744	1566.234	126.576078	1333.098
FBtr0083861	1877	1699.234	13.723881	156.814
FBtr0083086	1479	1301.234	15.381613	134.589
FBtr0334589	2552	2374.234	3.378738	53.943
FBtr0091874	595	417.684	2.622547	7.366
FBtr0073935	992	814.451	0.000000	0.000
FBtr0073300	818	640.559	0.000000	0.000
FBtr0073299	2460	2282.234	0.000000	0.000
FBtr0088841	1522	1344.234	2.319250	20.964
FBtr0088842	1468	1290.234	55.279345	479.607
FBtr0345599	2094	1916.234	0.136849	1.763
FBtr0070422	1749	1571.234	0.211689	2.237
FBtr0342772	681	503.625	0.000000	0.000
FBtr0070421	1547	1369.234	0.108610	1.000
FBtr0333023	2495	2317.234	0.058837	0.917
FBtr0075579	1678	1500.234	0.107374	1.083
FBtr0072248	2815	2637.234	0.018782	0.333
FBtr0345620	2931	2753.234	0.018038	0.334
FBtr0072247	2800	2622.234	0.018883	0.333
FBtr0072253	1306	1128.234	0.381062	2.891
FBtr0343432	1090	912.234	28.879205	177.152
FBtr0073127	1478	1300.234	0.114174	0.998
FBtr0073128	1471	1293.234	0.115193	1.002
FBtr0079458	1541	1363.234	0.005807	0.053
FBtr0079460	1595	1417.234	1.114141	10.618
FBtr0079462	1526	1348.234	0.005846	0.053
FBtr0079461	1505	1327.234	0.005901	0.053
FBtr0079459	1585	1407.234	0.340626	3.223
FBtr0081997	1156	978.234	46.185571	303.811
FBtr0081996	1257	1079.234	4.166686	30.238
FBtr0336761	1233	1055.234	12.253823	86.951
FBtr0336637	3026	2848.234	0.057530	1.102
FBtr0300693	1964	1786.234	0.049959	0.600
FBtr0336636	3290	3112.234	0.090721	1.899
FBtr0071797	3770	3592.234	0.073441	1.774
FBtr0336638	1523	1345.234	0.069142	0.625
FBtr0087382	5033	4855.234	25.623337	836.565
FBtr0339998	5235	5057.234	3.504594	119.180
FBtr0301478	2790	2612.234	30.068115	528.168
FBtr0089521	2653	2475.234	6.610744	110.032
FBtr0306351	2221	2043.234	1.133136	15.569
FBtr0306350	2503	2325.234	2.304805	36.037
FBtr0301477	4782	4604.234	1.621197	50.193
FBtr0300224	1562	1384.234	0.023308	0.217
FBtr0114515	1508	1330.234	0.024028	0.215
FBtr0087406	329	151.891	0.000000	0.000
FBtr0072888	2130	1952.234	0.000000	0.000
FBtr0085859	1170	992.234	0.599504	4.000
FBtr0334894	6412	6234.234	48.556441	2035.559
FBtr0084460	6624	6446.234	7.606023	329.699
FBtr0304567	3987	3809.234	13.888133	355.742
FBtr0070907	2510	2332.234	152.911163	2398.088
FBtr0070906	2636	2458.234	0.841623	13.912
FBtr0305911	1961	1783.234	7.347165	88.101
FBtr0289953	2161	1983.234	7.955033	106.089
FBtr0305910	2015	1837.234	4.517449	55.810
FBtr0088312	1656	1478.234	0.372949	3.707
FBtr0088313	2297	2119.234	0.454538	6.477
FBtr0088311	2351	2173.234	0.406416	5.939
FBtr0304592	2591	2413.234	0.485354	7.876
FBtr0088882	1935	1757.234	80.566327	952.000
FBtr0079894	2382	2204.234	22.827759	338.357
FBtr0331635	2356	2178.234	6.218590	91.086
FBtr0345615	2623	2445.234	6.342288	104.285
FBtr0071338	3399	3221.234	225.937295	4894.000
FBtr0334508	4486	4308.234	0.020735	0.601
FBtr0085746	3506	3328.234	0.027104	0.607
FBtr0085085	1541	1363.234	40.783842	373.863
FBtr0085084	2075	1897.234	0.637817	8.137
FBtr0079304	905	727.515	0.000567	0.003
FBtr0079732	925	747.510	0.000000	0.000
FBtr0071108	3145	2967.234	3.258659	65.020
FBtr0340139	3231	3053.234	1.857067	38.128
FBtr0071107	3426	3248.234	48.035271	1049.207
FBtr0340138	4238	4060.234	2.732230	74.597
FBtr0309839	4403	4225.234	1.720900	48.895
FBtr0309836	4378	4200.234	1.876283	52.994
FBtr0309837	3952	3774.234	8.194452	207.971
FBtr0073144	4107	3929.234	168.620541	4455.251
FBtr0309838	4006	3828.234	4.696116	120.890
FBtr0075152	2917	2739.234	29.247178	538.725
FBtr0300092	607	429.679	0.024909	0.072
FBtr0073892	1096	918.234	0.000000	0.000
FBtr0343143	1534	1356.234	0.000000	0.000
FBtr0332630	1663	1485.234	5.100306	50.938
FBtr0332631	1364	1186.234	48.407071	386.129
FBtr0332632	5997	5819.234	16.752201	655.528
FBtr0301268	1587	1409.234	0.633161	6.000
FBtr0085909	2020	1842.234	0.403619	5.000
FBtr0080763	2304	2126.234	20.842578	298.000
FBtr0086733	1297	1119.234	28.699812	216.000
FBtr0087262	852	674.538	142.200031	645.000
FBtr0303232	702	524.618	1.417338	5.000
FBtr0344155	6716	6538.234	8.234795	362.049
FBtr0070316	6065	5887.234	32.345143	1280.484
FBtr0344279	6745	6567.234	0.067934	3.000
FBtr0076133	3030	2852.234	0.000000	0.000
FBtr0082259	2901	2723.234	46.395221	849.595
FBtr0079708	1718	1540.234	36.428123	377.292
FBtr0330181	847	669.541	0.116654	0.525
FBtr0074894	650	472.642	103.036719	327.475
FBtr0082726	2913	2735.234	3.195712	58.778
FBtr0331429	2603	2425.234	1.816307	29.621
FBtr0331428	2948	2770.234	6.051591	112.730
FBtr0082727	2606	2428.234	3.008951	49.131
FBtr0301219	3098	2920.234	4.569960	89.740
FBtr0088166	1239	1061.234	0.000000	0.000
FBtr0310646	1830	1652.234	1.976341	21.958
FBtr0073730	1370	1192.234	185.609398	1488.042
FBtr0079724	633	455.655	11.399605	34.929
FBtr0346454	899	721.515	1.761521	8.546
FBtr0100541	611	433.678	6301.480475	18376.525
FBtr0343865	1567	1389.234	0.000000	0.000
FBtr0079324	1294	1116.234	0.000000	0.000
FBtr0079598	1156	978.234	51.906206	341.441
FBtr0081220	1093	915.234	1.347433	8.293
FBtr0300823	1159	981.234	2.066612	13.636
FBtr0081221	1054	876.234	28.072763	165.409
FBtr0310645	979	801.460	12.522709	67.489
FBtr0081219	1084	906.234	1.669424	10.173
FBtr0075314	465	287.769	65.113715	126.000
FBtr0070136	2103	1925.234	12.986888	168.129
FBtr0070137	2193	2015.234	1.291969	17.508
FBtr0070135	2124	1946.234	4.013206	52.522
FBtr0076688	2391	2213.234	26.499040	394.377
FBtr0346546	2609	2431.234	1.798129	29.397
FBtr0302935	3103	2925.234	10.697144	210.418
FBtr0082329	3115	2937.234	8.889728	175.582
FBtr0344017	5279	5101.234	0.701388	24.060
FBtr0091678	6366	6188.234	8.199030	341.180
FBtr0344016	5395	5217.234	1.251870	43.919
FBtr0342985	4422	4244.234	8.145499	232.472
FBtr0071815	4360	4182.234	22.333049	628.073
FBtr0071816	4190	4012.234	5.375337	145.026
FBtr0071813	4216	4038.234	295.168907	8015.227
FBtr0342986	4124	3946.234	22.425191	595.076
FBtr0071814	4255	4077.234	7.772748	213.105
FBtr0083049	682	504.625	62.476013	212.000
FBtr0079593	751	573.602	2.470583	9.529
FBtr0332415	1011	833.234	6.600557	36.983
FBtr0345640	3934	3756.234	3.895004	98.382
FBtr0077562	3784	3606.234	62.953923	1526.618
FBtr0085387	5031	4853.234	7.625151	248.848
FBtr0085386	4880	4702.234	11.674754	369.152
FBtr0085614	355	177.877	9.425695	11.274
FBtr0303924	5093	4915.234	0.142638	4.714
FBtr0303923	5120	4942.234	0.098862	3.286
FBtr0300811	4420	4242.234	18.194246	519.018
FBtr0340626	2866	2688.234	0.055525	1.004
FBtr0340627	2995	2817.234	0.052414	0.993
FBtr0340628	2870	2692.234	0.055422	1.003
FBtr0087784	1976	1798.234	186.762773	2258.345
FBtr0332882	2246	2068.234	0.749961	10.430
FBtr0339391	1899	1721.234	22.655830	262.225
FBtr0084095	7188	7010.234	1.141051	53.789
FBtr0343807	7002	6824.234	0.526045	24.140
FBtr0343805	4551	4373.234	9.896711	291.036
FBtr0343806	4719	4541.234	15.654250	478.035
FBtr0086801	711	533.616	2.063396	7.404
FBtr0344145	6340	6162.234	0.003256	0.135
FBtr0100454	3868	3690.234	0.040299	1.000
FBtr0082255	6557	6379.234	0.033201	1.424
FBtr0082256	4226	4048.234	0.057887	1.576
FBtr0100455	2462	2284.234	0.000000	0.000
FBtr0088783	1907	1729.234	49.363318	574.000
FBtr0301333	1977	1799.234	0.041325	0.500
FBtr0332689	1974	1796.234	0.041397	0.500
FBtr0086107	5316	5138.234	53.745767	1857.000
FBtr0072159	694	516.621	1.439276	5.000
FBtr0076218	2574	2396.234	5.179153	83.453
FBtr0076219	2478	2300.234	41.605860	643.547
FBtr0113346	1241	1063.234	0.000000	0.000
FBtr0100083	570	392.695	0.000000	0.000
FBtr0079765	644	466.647	0.000000	0.000
FBtr0071734	1182	1004.234	0.000000	0.000
FBtr0071191	1056	878.234	11.731878	69.284
FBtr0345988	1286	1108.234	1.572179	11.716
FBtr0071902	1064	886.234	5.099218	30.388
