Name	Length	EffectiveLength	TPM	NumReads
FBtr0307341	906	724.483	0.000285	0.002
FBtr0084989	527	345.656	0.000195	0.001
FBtr0306309	750	568.569	0.782128	3.927
FBtr0344570	539	357.651	0.022972	0.073
FBtr0078090	1219	1037.283	33.948047	311.000
FBtr0087439	546	364.650	25.461776	82.000
FBtr0070960	2096	1914.283	0.128505	2.173
FBtr0302357	2296	2114.283	0.104989	1.960
FBtr0302356	2428	2246.283	0.094302	1.871
FBtr0340571	3830	3648.283	0.015518	0.500
FBtr0340572	3825	3643.283	0.015539	0.500
FBtr0080267	3305	3123.283	0.000000	0.000
FBtr0077141	787	605.557	0.000000	0.000
FBtr0306593	981	799.425	0.000000	0.000
FBtr0081719	1938	1756.283	80.200579	1244.000
FBtr0071549	1655	1473.283	34.814780	453.000
FBtr0308832	1068	886.283	11.298672	88.440
FBtr0308833	2043	1861.283	29.901813	491.539
FBtr0074921	2263	2081.283	2.721264	50.021
FBtr0073011	1996	1814.283	0.062409	1.000
FBtr0112378	450	268.711	0.000000	0.000
FBtr0342602	1596	1414.283	0.202089	2.524
FBtr0080326	1217	1035.283	92.905962	849.476
FBtr0085405	675	493.600	182.824798	797.000
FBtr0339295	331	149.807	0.000000	0.000
FBtr0300316	205	29.350	0.000000	0.000
FBtr0300904	2130	1948.283	0.000000	0.000
FBtr0081633	2196	2014.283	0.000000	0.000
FBtr0300905	2052	1870.283	0.000000	0.000
FBtr0335279	1234	1052.283	0.075493	0.702
FBtr0335281	1199	1017.283	0.079283	0.712
FBtr0290216	733	551.580	0.000000	0.000
FBtr0335280	740	558.572	0.000000	0.000
FBtr0077120	1711	1529.283	17.606419	237.797
FBtr0081676	887	705.487	0.000000	0.000
FBtr0076639	2093	1911.283	0.153229	2.587
FBtr0079280	1148	966.283	0.234357	2.000
FBtr0304827	5797	5615.283	0.069262	3.435
FBtr0433494	6405	6223.283	0.120282	6.611
FBtr0333832	6581	6399.283	0.113645	6.423
FBtr0433497	5654	5472.283	0.072158	3.487
FBtr0333833	6118	5936.283	0.063553	3.332
FBtr0433496	5848	5666.283	0.066480	3.327
FBtr0304826	8410	8228.283	0.066206	4.811
FBtr0433495	8302	8120.283	0.067588	4.847
FBtr0433493	8251	8069.283	0.069561	4.957
FBtr0300808	2019	1837.283	0.000000	0.000
FBtr0300809	4061	3879.283	0.000000	0.000
FBtr0301700	4064	3882.283	0.000000	0.000
FBtr0072287	5108	4926.283	28.661484	1247.000
FBtr0343633	2816	2634.283	5.824994	135.521
FBtr0074281	2640	2458.283	55.589722	1206.910
FBtr0343632	2730	2548.283	2.293759	51.623
FBtr0074279	3898	3716.283	39.803211	1306.397
FBtr0074280	3895	3713.283	2.395156	78.549
FBtr0072238	1035	853.283	0.000000	0.000
FBtr0308073	1317	1135.283	0.955733	9.583
FBtr0082360	764	582.566	82.809105	426.061
FBtr0082361	1024	842.283	0.182379	1.357
FBtr0079938	1428	1246.283	4.179197	46.000
FBtr0077227	1279	1097.283	177.898391	1724.007
FBtr0091702	1278	1096.283	8.035803	77.804
FBtr0074882	2425	2243.283	19.121868	378.846
FBtr0332153	3588	3406.283	2.307060	69.405
FBtr0310476	2042	1860.283	3.414220	56.094
FBtr0100666	2416	2234.283	9.016223	177.914
FBtr0332726	2033	1851.283	2.675246	43.741
FBtr0080287	1089	907.283	24.704260	197.953
FBtr0309307	5887	5705.283	0.051222	2.581
FBtr0300898	5037	4855.283	0.009773	0.419
FBtr0080024	1050	868.283	9.389077	72.000
FBtr0077389	2263	2081.283	101.624248	1868.000
FBtr0290204	1958	1776.283	0.000000	0.000
FBtr0086689	848	666.530	20.537510	120.897
FBtr0306636	1574	1392.283	13.597061	167.194
FBtr0086687	1472	1290.283	17.762096	202.408
FBtr0086690	2195	2013.283	0.727097	12.928
FBtr0086686	1532	1350.283	1.074665	12.816
FBtr0340359	2225	2043.283	2.554218	46.093
FBtr0301148	981	799.425	83.881935	592.235
FBtr0086684	908	726.483	0.494488	3.173
FBtr0306637	2237	2055.283	1.225773	22.250
FBtr0301149	1514	1332.283	2.040172	24.006
FBtr0086600	1106	924.283	0.846117	6.907
FBtr0331978	1118	936.283	24.076909	199.093
FBtr0078769	621	439.628	4169.002757	16187.000
FBtr0070712	1878	1696.283	0.667503	10.000
FBtr0343263	1108	926.283	0.000000	0.000
FBtr0343264	928	746.478	0.000000	0.000
FBtr0072024	920	738.481	0.000000	0.000
FBtr0113111	979	797.427	0.000000	0.000
FBtr0333452	4664	4482.283	0.133646	5.291
FBtr0333450	3996	3814.283	0.117325	3.952
FBtr0333451	4043	3861.283	0.114449	3.903
FBtr0300831	4092	3910.283	0.111601	3.854
FBtr0076303	1640	1458.283	0.890007	11.463
FBtr0076302	1655	1473.283	0.839573	10.924
FBtr0076301	2049	1867.283	80.139349	1321.613
FBtr0077098	1123	941.283	93.129236	774.203
FBtr0070552	1047	865.283	0.130856	1.000
FBtr0075818	1346	1164.283	32.773513	337.000
FBtr0088789	1908	1726.283	5.575176	85.000
FBtr0304960	503	321.674	0.000000	0.000
FBtr0075249	843	661.533	0.000000	0.000
FBtr0084104	1804	1622.283	237.163791	3398.000
FBtr0336911	2177	1995.283	7.154067	126.068
FBtr0088974	1597	1415.283	18.630499	232.871
FBtr0100360	4963	4781.283	0.779259	32.906
FBtr0110880	2920	2738.283	0.095878	2.319
FBtr0334105	2225	2043.283	0.088326	1.594
FBtr0301185	2946	2764.283	0.087815	2.144
FBtr0110881	4262	4080.283	1.888035	68.038
FBtr0336928	1138	956.283	0.207771	1.755
FBtr0072107	995	813.416	0.034136	0.245
FBtr0085786	2956	2774.283	18.643549	456.802
FBtr0085785	3082	2900.283	0.868764	22.253
FBtr0334549	2894	2712.283	1.785463	42.770
FBtr0334550	3020	2838.283	0.565508	14.176
FBtr0340191	4545	4363.283	6.020564	232.006
FBtr0073848	4477	4295.283	54.804101	2078.994
FBtr0078387	3371	3189.283	8.897618	250.620
FBtr0087487	2027	1845.283	14.787872	241.000
FBtr0083735	2688	2506.283	0.128504	2.844
FBtr0332539	2448	2266.283	0.162752	3.258
FBtr0077790	977	795.428	0.000000	0.000
FBtr0331440	941	759.475	0.000000	0.000
FBtr0331439	971	789.438	0.000000	0.000
FBtr0082634	1746	1564.283	19.615781	271.000
FBtr0079612	1320	1138.283	6.963049	70.000
FBtr0087980	1799	1617.283	0.000000	0.000
FBtr0087979	1558	1376.283	0.000000	0.000
FBtr0072044	1063	881.283	0.000000	0.000
FBtr0343206	1072	890.283	0.000000	0.000
FBtr0072043	1160	978.283	0.000000	0.000
FBtr0075225	1132	950.283	0.000000	0.000
FBtr0112489	446	264.715	12.636839	29.544
FBtr0339263	740	558.572	0.700615	3.456
FBtr0301018	2276	2094.283	1.405690	26.000
FBtr0302526	640	458.609	3.307967	13.398
FBtr0100009	3280	3098.283	6.541593	179.000
FBtr0089901	2338	2156.283	0.707026	13.464
FBtr0089902	1803	1621.283	0.259357	3.714
FBtr0300562	2617	2435.283	3.711186	79.820
FBtr0089900	2125	1943.283	0.379749	6.518
FBtr0089904	2355	2173.283	0.645584	12.391
FBtr0301521	2467	2285.283	1.203597	24.292
FBtr0089905	2568	2386.283	1.414030	29.801
FBtr0345390	5214	5032.283	0.469339	20.859
FBtr0331425	3556	3374.283	3.772495	112.424
FBtr0332155	4408	4226.283	4.461418	166.525
FBtr0075014	3541	3359.283	1.565066	46.433
FBtr0078874	603	421.641	0.000000	0.000
FBtr0083452	2975	2793.283	12.791648	315.566
FBtr0302317	2262	2080.283	17.495299	321.434
FBtr0333248	2543	2361.283	0.000000	0.000
FBtr0114524	2411	2229.283	0.000000	0.000
FBtr0273385	6171	5989.283	0.813528	43.032
FBtr0339307	6637	6455.283	1.083366	61.764
FBtr0273384	6439	6257.283	2.591303	143.203
FBtr0082117	3807	3625.283	2.537499	81.245
FBtr0082116	6303	6121.283	1.023767	55.347
FBtr0082118	4671	4489.283	2.482463	98.426
FBtr0085011	1569	1387.283	0.081618	1.000
FBtr0081174	4145	3963.283	0.391670	13.710
FBtr0081175	3934	3752.283	0.437793	14.508
FBtr0303241	4041	3859.283	0.848668	28.926
FBtr0081176	3893	3711.283	0.557414	18.271
FBtr0305129	2997	2815.283	8.149670	202.633
FBtr0339156	2994	2812.283	2.098809	52.129
FBtr0339157	2988	2806.283	1.098984	27.238
FBtr0071784	2049	1867.283	1.042047	17.185
FBtr0071785	1989	1807.283	52.740251	841.815
FBtr0089148	3050	2868.283	1.813056	45.928
FBtr0089147	2773	2591.283	1.636063	37.442
FBtr0089150	2762	2580.283	3.517206	80.152
FBtr0089146	2709	2527.283	5.739723	128.113
FBtr0308247	2614	2432.283	14.416717	309.691
FBtr0089149	2840	2658.283	1.136121	26.673
FBtr0302559	2531	2349.283	0.024104	0.500
FBtr0346506	2597	2415.283	0.023434	0.500
FBtr0302190	3048	2866.283	3.640038	92.145
FBtr0086145	3054	2872.283	5.749693	145.855
FBtr0306281	375	193.792	0.000000	0.000
FBtr0306280	392	210.780	0.000000	0.000
FBtr0306258	4812	4630.283	3.144746	128.600
FBtr0073119	3828	3646.283	61.705532	1987.114
FBtr0073120	4106	3924.283	88.291943	3060.059
FBtr0073118	4763	4581.283	71.116125	2877.422
FBtr0337055	3442	3260.283	15.162175	436.581
FBtr0333895	3491	3309.283	81.059004	2369.101
FBtr0337056	4046	3864.283	2.669952	91.121
FBtr0077442	1411	1229.283	5.710728	62.000
FBtr0076018	1266	1084.283	2.426148	23.233
FBtr0076017	963	781.448	12.137343	83.767
FBtr0339781	3357	3175.283	0.186416	5.228
FBtr0070778	3093	2911.283	0.242824	6.243
FBtr0344824	2804	2622.283	0.368265	8.529
FBtr0345292	830	648.537	15.959769	91.413
FBtr0070983	837	655.536	10.581331	61.261
FBtr0070982	1100	918.283	1.715423	13.912
FBtr0070981	941	759.475	80.624566	540.791
FBtr0070980	854	672.516	5183.694926	30788.622
FBtr0307300	2919	2737.283	11.960000	289.134
FBtr0113024	3030	2848.283	1.008046	25.358
FBtr0332600	2913	2731.283	0.518532	12.508
FBtr0083414	2815	2633.283	19.037264	442.742
FBtr0337043	3789	3607.283	0.698654	22.258
FBtr0077516	1338	1156.283	0.000000	0.000
FBtr0112524	1274	1092.283	1.824698	17.603
FBtr0089233	3691	3509.283	3.276752	101.557
FBtr0334626	3376	3194.283	1.362710	38.444
FBtr0310651	3526	3344.283	6.421625	189.669
FBtr0089229	3501	3319.283	12.496258	366.330
FBtr0082920	981	799.425	0.000000	0.000
FBtr0077386	1734	1552.283	22.127582	303.356
FBtr0071106	2301	2119.283	0.000000	0.000
FBtr0070937	2201	2019.283	131.703455	2348.782
FBtr0070938	2487	2305.283	57.231413	1165.218
FBtr0070397	1267	1085.283	0.938969	9.000
FBtr0074346	819	637.539	0.000000	0.000
FBtr0071471	1606	1424.283	0.039751	0.500
FBtr0330316	1609	1427.283	0.039663	0.500
FBtr0074918	1253	1071.283	20.375269	192.777
FBtr0072124	2163	1981.283	21.895519	383.134
FBtr0071683	1189	1007.283	78.573724	699.000
FBtr0077403	1061	879.283	0.029299	0.228
FBtr0113021	1089	907.283	0.025376	0.203
FBtr0077402	1231	1049.283	0.312093	2.892
FBtr0077401	1011	829.283	0.228967	1.677
FBtr0300280	1584	1402.283	0.161490	2.000
FBtr0346378	3461	3279.283	0.627841	18.183
FBtr0074809	2896	2714.283	34.021870	815.571
FBtr0335137	3353	3171.283	0.829962	23.246
FBtr0346141	373	191.793	0.001221	0.002
FBtr0085611	272	90.850	23.677337	18.998
FBtr0074029	585	403.643	0.000000	0.000
FBtr0075388	1505	1323.283	0.070677	0.826
FBtr0343534	2295	2113.283	0.116481	2.174
FBtr0086001	1762	1580.283	0.501551	7.000
FBtr0321315	1239	1057.283	0.000000	0.000
FBtr0333037	2846	2664.283	0.973831	22.915
FBtr0075724	2737	2555.283	1.831674	41.337
FBtr0075723	2084	1902.283	2.484961	41.749
FBtr0342770	3744	3562.283	11.597906	364.885
FBtr0070420	3766	3584.283	63.164294	1999.504
FBtr0342771	3838	3656.283	3.704081	119.610
FBtr0333323	2883	2701.283	0.869813	20.751
FBtr0333322	2930	2748.283	0.378079	9.177
FBtr0074137	2347	2165.283	4.441356	84.933
FBtr0074135	2386	2204.283	44.799144	872.139
FBtr0308136	1697	1515.283	0.000000	0.000
FBtr0080237	698	516.594	0.000000	0.000
FBtr0300638	3446	3264.283	0.054777	1.579
FBtr0073729	466	284.702	63.737747	160.264
FBtr0084836	743	561.571	23.590274	117.000
FBtr0082430	1248	1066.283	0.521752	4.913
FBtr0335211	1142	960.283	29.959471	254.087
FBtr0076857	1307	1125.283	0.704349	7.000
FBtr0300424	902	720.483	1.100084	7.000
FBtr0083860	1793	1611.283	4.628666	65.868
FBtr0302327	1744	1562.283	149.134044	2057.713
FBtr0083861	1877	1695.283	6.439756	96.418
FBtr0083086	1479	1297.283	21.153125	242.358
FBtr0334589	2552	2370.283	1.367880	28.635
FBtr0091874	595	413.642	2.148900	7.850
FBtr0073935	992	810.418	0.000000	0.000
FBtr0073300	818	636.540	0.000000	0.000
FBtr0073299	2460	2278.283	0.000000	0.000
FBtr0088841	1522	1340.283	1.352857	16.014
FBtr0088842	1468	1286.283	62.910593	714.675
FBtr0345599	2094	1912.283	0.056720	0.958
FBtr0070422	1749	1567.283	0.075283	1.042
FBtr0342772	681	499.599	0.000000	0.000
FBtr0070421	1547	1365.283	0.082933	1.000
FBtr0333023	2495	2313.283	0.168482	3.442
FBtr0075579	1678	1496.283	0.193559	2.558
FBtr0072248	2815	2633.283	0.037439	0.871
FBtr0345620	2931	2749.283	0.063664	1.546
FBtr0072247	2800	2618.283	0.068477	1.583
FBtr0072253	1306	1124.283	0.320370	3.181
FBtr0343432	1090	908.283	35.643235	285.921
FBtr0073127	1478	1296.283	0.259847	2.975
FBtr0073128	1471	1289.283	0.265674	3.025
FBtr0079458	1541	1359.283	0.002535	0.030
FBtr0079460	1595	1413.283	1.077731	13.452
FBtr0079462	1526	1344.283	0.089603	1.064
FBtr0079461	1505	1323.283	0.091053	1.064
FBtr0079459	1585	1403.283	0.918999	11.390
FBtr0081997	1156	974.283	36.005124	309.812
FBtr0081996	1257	1075.283	1.846447	17.535
FBtr0336761	1233	1051.283	8.686681	80.653
FBtr0336637	3026	2844.283	0.044481	1.117
FBtr0300693	1964	1782.283	0.024658	0.388
FBtr0336636	3290	3108.283	0.039804	1.093
FBtr0071797	3770	3588.283	0.075788	2.402
FBtr0336638	1523	1341.283	0.000000	0.000
FBtr0087382	5033	4851.283	33.983461	1456.038
FBtr0339998	5235	5053.283	2.280167	101.763
FBtr0301478	2790	2608.283	20.207720	465.501
FBtr0089521	2653	2471.283	8.781398	191.661
FBtr0306351	2221	2039.283	2.467741	44.445
FBtr0306350	2503	2321.283	2.114672	43.353
FBtr0301477	4782	4600.283	0.493236	20.040
FBtr0300224	1562	1380.283	0.016547	0.202
FBtr0114515	1508	1326.283	0.121251	1.420
FBtr0087406	329	147.808	0.000000	0.000
FBtr0072888	2130	1948.283	0.000000	0.000
FBtr0085859	1170	988.283	0.229140	2.000
FBtr0334894	6412	6230.283	46.177719	2540.906
FBtr0084460	6624	6442.283	4.878809	277.589
FBtr0304567	3987	3805.283	7.959687	267.505
FBtr0070907	2510	2328.283	121.066378	2489.475
FBtr0070906	2636	2454.283	0.900104	19.510
FBtr0305911	1961	1779.283	12.328324	193.730
FBtr0289953	2161	1979.283	6.315109	110.392
FBtr0305910	2015	1833.283	3.451135	55.878
FBtr0088312	1656	1474.283	0.255539	3.327
FBtr0088313	2297	2115.283	0.510115	9.530
FBtr0088311	2351	2169.283	0.437264	8.377
FBtr0304592	2591	2409.283	0.646930	13.766
FBtr0088882	1935	1753.283	88.281177	1367.000
FBtr0079894	2382	2200.283	21.529167	418.364
FBtr0331635	2356	2174.283	6.053576	116.246
FBtr0345615	2623	2441.283	4.871651	105.037
FBtr0071338	3399	3217.283	140.668377	3997.000
FBtr0334508	4486	4304.283	0.099196	3.771
FBtr0085746	3506	3324.283	0.041865	1.229
FBtr0085085	1541	1359.283	90.415091	1085.423
FBtr0085084	2075	1893.283	0.752142	12.577
FBtr0079304	905	723.483	0.000159	0.001
FBtr0079732	925	743.479	0.152294	1.000
FBtr0071108	3145	2963.283	9.671061	253.102
FBtr0340139	3231	3049.283	2.488088	67.006
FBtr0071107	3426	3244.283	36.684137	1051.103
FBtr0340138	4238	4056.283	1.585208	56.789
FBtr0309839	4403	4221.283	1.311702	48.902
FBtr0309836	4378	4196.283	1.430406	53.012
FBtr0309837	3952	3770.283	2.224428	74.070
FBtr0073144	4107	3925.283	150.907255	5231.539
FBtr0309838	4006	3824.283	2.205072	74.477
FBtr0075152	2917	2735.283	23.139882	559.000
FBtr0300092	607	425.639	0.029772	0.112
FBtr0073892	1096	914.283	0.000000	0.000
FBtr0343143	1534	1352.283	0.000000	0.000
FBtr0332630	1663	1481.283	0.512510	6.705
FBtr0332631	1364	1182.283	48.657075	508.061
FBtr0332632	5997	5815.283	10.331093	530.598
FBtr0301268	1587	1405.283	0.402863	5.000
FBtr0085909	2020	1838.283	0.369565	6.000
FBtr0080763	2304	2122.283	27.422777	514.000
FBtr0086733	1297	1115.283	33.705801	332.000
FBtr0087262	852	670.521	193.012502	1143.000
FBtr0303232	702	520.592	7.829900	36.000
FBtr0344155	6716	6534.283	10.456862	603.459
FBtr0070316	6065	5883.283	24.492840	1272.645
FBtr0344279	6745	6563.283	0.086258	5.000
FBtr0076133	3030	2848.283	0.397529	10.000
FBtr0082259	2901	2719.283	45.636018	1096.000
FBtr0079708	1718	1536.283	15.256354	207.000
FBtr0330181	847	665.531	0.087291	0.513
FBtr0074894	650	468.603	122.864543	508.487
FBtr0082726	2913	2731.283	3.451601	83.260
FBtr0331429	2603	2421.283	2.439372	52.164
FBtr0331428	2948	2766.283	4.761874	116.338
FBtr0082727	2606	2424.283	2.949983	63.161
FBtr0301219	3098	2916.283	4.390295	113.076
FBtr0088166	1239	1057.283	0.000000	0.000
FBtr0310646	1830	1648.283	1.912271	27.837
FBtr0073730	1370	1188.283	191.446240	2009.163
FBtr0079724	633	451.613	11.703217	46.679
FBtr0346454	899	717.483	3.466804	21.968
FBtr0100541	611	429.636	6947.871829	26363.353
FBtr0343865	1567	1385.283	0.075552	0.924
FBtr0079324	1294	1112.283	0.109499	1.076
FBtr0079598	1156	974.283	50.670249	436.000
FBtr0081220	1093	911.283	1.812846	14.590
FBtr0300823	1159	977.283	0.677217	5.845
FBtr0081221	1054	872.283	24.871554	191.606
FBtr0310645	979	797.427	8.597217	60.548
FBtr0081219	1084	902.283	0.553559	4.411
FBtr0075314	465	283.702	67.448984	169.000
FBtr0070136	2103	1921.283	5.872507	99.647
FBtr0070137	2193	2011.283	0.988974	17.567
FBtr0070135	2124	1942.283	13.978568	239.786
FBtr0076688	2391	2209.283	21.386975	417.301
FBtr0346546	2609	2427.283	0.872281	18.699
FBtr0302935	3103	2921.283	13.693337	353.290
FBtr0082329	3115	2933.283	6.203553	160.710
FBtr0344017	5279	5097.283	0.587445	26.446
FBtr0091678	6366	6184.283	8.162378	445.815
FBtr0344016	5395	5213.283	0.407682	18.771
FBtr0342985	4422	4240.283	4.519314	169.245
FBtr0071815	4360	4178.283	16.345808	603.188
FBtr0071816	4190	4008.283	4.547771	160.992
FBtr0071813	4216	4034.283	210.904283	7514.501
FBtr0342986	4124	3942.283	9.921638	345.446
FBtr0071814	4255	4073.283	4.825369	173.590
FBtr0083049	682	500.599	66.045688	292.000
FBtr0079593	751	569.568	0.653050	3.285
FBtr0332415	1011	829.283	5.399231	39.544
FBtr0345640	3934	3752.283	5.870148	194.533
FBtr0077562	3784	3602.283	53.323568	1696.467
FBtr0085387	5031	4849.283	7.626750	326.637
FBtr0085386	4880	4698.283	15.456682	641.363
FBtr0085614	355	173.798	10.670943	16.379
FBtr0303924	5093	4911.283	0.064835	2.812
FBtr0303923	5120	4938.283	0.141876	6.188
FBtr0300811	4420	4238.283	17.792454	666.000
FBtr0340626	2866	2684.283	0.028160	0.668
FBtr0340627	2995	2813.283	0.026761	0.665
FBtr0340628	2870	2688.283	0.028114	0.667
FBtr0087784	1976	1794.283	198.257595	3141.732
FBtr0332882	2246	2064.283	0.571757	10.424
FBtr0339391	1899	1717.283	36.517419	553.848
FBtr0084095	7188	7006.283	1.098869	67.996
FBtr0343807	7002	6820.283	0.361167	21.755
FBtr0343805	4551	4369.283	5.853465	225.877
FBtr0343806	4719	4537.283	14.707725	589.372
FBtr0086801	711	529.588	1.684874	7.881
FBtr0344145	6340	6158.283	0.007770	0.423
FBtr0100454	3868	3686.283	0.037595	1.224
FBtr0082255	6557	6375.283	0.016796	0.946
FBtr0082256	4226	4044.283	0.027792	0.993
FBtr0100455	2462	2280.283	0.020609	0.415
FBtr0088783	1907	1725.283	47.449274	723.000
FBtr0301333	1977	1795.283	0.000000	0.000
FBtr0332689	1974	1792.283	0.000000	0.000
FBtr0086107	5316	5134.283	48.847856	2215.000
FBtr0072159	694	512.595	1.546234	7.000
FBtr0076218	2574	2392.283	0.953651	20.149
FBtr0076219	2478	2296.283	50.731621	1028.851
FBtr0113346	1241	1059.283	0.106891	1.000
FBtr0100083	570	388.646	0.000000	0.000
FBtr0079765	644	462.607	0.244759	1.000
FBtr0071734	1182	1000.283	0.113195	1.000
FBtr0071191	1056	874.283	10.989396	84.854
FBtr0345988	1286	1104.283	2.168163	21.146
