Name	Length	EffectiveLength	TPM	NumReads
FBgn0030243	4715.1	4533.38	34.6922	1389
FBgn0032269	1866.98	1685.26	0.067186	1
FBgn0266369	2930	2748.28	20.5997	500
FBgn0032596	776.497	595.059	186.854	982
FBgn0033770	673	491.601	0	0
FBgn0259237	2786	2604.28	0	0
FBgn0013685	525	343.658	1.97686	6
FBgn0031021	768	586.566	59.2616	307
FBgn0033491	3329	3147.28	6.02853	167.57
FBgn0051141	961	779.449	0	0
FBgn0284082	778	596.562	0	0
FBgn0036396	1352	1170.28	8.46821	87.525
FBgn0036641	882.806	701.291	39.0723	242
FBgn0027594	4471.83	4290.11	133.098	5043
FBgn0261954	7820.54	7638.83	48.1124	3245.88
FBgn0029987	639	457.609	0.989731	4
FBgn0031660	1138.35	956.636	151.501	1280
FBgn0038619	938.057	756.533	20.2049	135
FBgn0001341	3680	3498.28	8.22111	254
FBgn0037541	7050.09	6868.38	27.7828	1685.3
FBgn0016701	1149	967.362	61.8011	528
FBgn0039110	1769.52	1587.8	67.1747	942
FBgn0038839	2837.5	2655.78	0	0
FBgn0264307	3337.69	3155.97	9.39203	261.783
FBgn0263355	3558.23	3376.52	38.9575	1161.74
FBgn0032482	2176.61	1994.89	155.575	2741
FBgn0050082	843	661.533	0	0
FBgn0033698	5896	5714.28	20.112	1015
FBgn0032240	530	348.654	141.861	436.822
FBgn0029925	1070	888.283	25.2386	198
FBgn0039017	1757	1575.28	7.9784	111
FBgn0259711	908	726.483	12.6244	81
FBgn0051140	5736.36	5554.65	7.60333	372.999
FBgn0036813	1221	1039.28	49.0264	450
FBgn0004379	2915.55	2733.83	24.8503	600
FBgn0036158	782	600.56	0	0
FBgn0031816	1999.27	1817.55	12.6462	203
FBgn0034923	1674.67	1492.96	30.982	408.512
FBgn0039582	1151	969.283	0	0
FBgn0051635	6335.61	6153.89	9.86204	535.999
FBgn0263117	5200.05	5018.33	0.052919	2.345
FBgn0030259	717	535.587	0.211408	1
FBgn0029858	2037.96	1856.24	12.5714	206.095
FBgn0260745	2912.76	2731.05	180.348	4350
FBgn0015791	1154.68	972.973	136.272	1171
FBgn0051453	1564.84	1383.12	67.8649	829
FBgn0025574	2069.44	1887.72	21.2932	355
FBgn0039637	3177.66	2995.94	77.8926	2061
FBgn0023095	4718.25	4536.53	1.49754	60
FBgn0014022	1444	1262.28	16.4152	183
FBgn0035134	1243	1061.28	1.17358	11
FBgn0044826	3595.89	3414.17	70.1749	2116
FBgn0030937	1405	1223.28	0	0
FBgn0085213	715	533.587	0.2122	1
FBgn0039875	2415.73	2234.02	69.8923	1379
FBgn0037736	4032.31	3850.59	0.235241	8
FBgn0024732	2153	1971.28	21.0225	366
FBgn0053700	1116	934.283	0	0
FBgn0260747	999.567	817.979	230.613	1666
FBgn0038011	1767	1585.28	0	0
FBgn0066365	2783.6	2601.88	0.043517	1
FBgn0039863	5863.37	5681.65	36.6089	1837
FBgn0037721	843.324	661.856	1.3686	8
FBgn0036459	2408	2226.28	0	0
FBgn0038291	1731	1549.28	14.9091	204
FBgn0001114	3262.38	3080.67	1023.64	27850.9
FBgn0262894	324	142.811	0	0
FBgn0015772	4933.21	4751.49	13.2971	557.999
FBgn0030873	1712.47	1530.75	96.4552	1304
FBgn0086675	7201.91	7020.19	0.126193	7.823
FBgn0038223	4231.16	4049.45	10.9277	390.817
FBgn0027081	2317.86	2136.14	233.066	4397
FBgn0043458	3245.13	3063.42	58.5652	1584.5
FBgn0262010	471	289.699	0	0
FBgn0259963	337	155.804	0	0
FBgn0010238	2156	1974.28	115.218	2009
FBgn0034184	3037.96	2856.24	34.9644	882
FBgn0000018	1794	1612.28	21.4195	305
FBgn0032809	910	728.483	1.24343	8
FBgn0036605	513	331.666	0.588353	1.723
FBgn0052280	1130.99	949.276	41.7472	350.001
FBgn0000055	1194.27	1012.55	0.178465	1.596
FBgn0033657	3918	3736.28	0.121219	4
FBgn0035421	1684	1502.28	21.6313	287
FBgn0030666	1632.47	1450.75	0.709635	9.093
FBgn0011202	4117.09	3935.37	37.0868	1289
FBgn0050091	1681	1499.28	0.075521	1
FBgn0033260	3382.63	3200.91	33.9939	961
FBgn0283427	8586.5	8404.78	838.08	62210
FBgn0033740	2221.35	2039.63	18.7636	338
FBgn0011725	2758.81	2577.09	27.6314	628.899
FBgn0034377	761	579.566	0.586097	3
FBgn0284248	680.993	499.592	810.238	3575
FBgn0040674	712.5	531.071	0	0
FBgn0036323	1637	1455.28	0	0
FBgn0038260	1973	1791.28	2.40199	38
FBgn0034617	1987	1805.28	11.9168	190
FBgn0262018	7567	7385.28	0	0
FBgn0031873	840	658.535	22.0081	128
FBgn0032366	866	684.5	0	0
FBgn0035241	4589.19	4407.47	0.720954	28.064
FBgn0260049	2272.13	2090.42	170.728	3152
FBgn0015558	4438.63	4256.92	0.664961	24.999
FBgn0267875	162	16.777	0	0
FBgn0003870	4166.42	3984.7	29.8931	1052
FBgn0053061	1277.9	1096.18	0.103293	1
FBgn0041181	4928	4746.28	0.023856	1
FBgn0039778	933	751.477	0	0
FBgn0014455	1600.81	1419.1	247.982	3108
FBgn0030462	936.667	755.13	0	0
FBgn0051832	762	580.566	0	0
FBgn0000259	1573.7	1392.06	124.189	1526.82
FBgn0261581	717.5	536.073	0	0
FBgn0039271	836	654.536	8.47646	49
FBgn0031463	1194	1012.28	0	0
FBgn0014006	4618.71	4436.99	32.6643	1280
FBgn0037150	1456	1274.28	15.1943	171
FBgn0030294	1628	1446.28	12.8393	164
FBgn0036039	2150.54	1968.83	13.9678	242.876
FBgn0029676	2017.34	1835.63	72.4771	1174.99
FBgn0037475	1444.5	1262.78	0	0
FBgn0052076	1529	1347.28	27.9858	333
FBgn0058354	1400	1218.28	2.85016	30.667
FBgn0033738	3602.56	3420.84	41.4734	1253
FBgn0064126	1580.04	1398.32	46.9146	579.38
FBgn0039115	970	788.438	18.168	126.509
FBgn0010356	2362	2180.28	20.721	399
FBgn0051100	2434.88	2253.16	0.100505	2
FBgn0263249	318	136.815	0	0
FBgn0039635	1174.91	993.262	186.725	1638
FBgn0050010	708.595	527.184	4.29556	20
FBgn0034495	1429	1247.28	16.1587	178
FBgn0005617	3840.15	3658.44	28.5666	923
FBgn0030703	1448.26	1266.54	111.033	1242
FBgn0036574	4094.31	3912.59	15.1548	523.676
FBgn0038742	1418	1236.28	82.2451	898
FBgn0003162	1642.04	1460.33	5.81518	75
FBgn0046999	672	490.6	0.230794	1
FBgn0037345	831	649.536	18.6523	107
FBgn0037050	1511.9	1330.18	10.6402	125
FBgn0029783	1121.45	939.731	8.79571	73
FBgn0261269	3722.33	3540.61	5.30862	166
FBgn0264270	2291.45	2109.73	47.1738	878.975
FBgn0259822	5700.65	5518.93	0.022153	1.079
FBgn0034035	1562	1380.28	30.1058	367
FBgn0039270	868	686.499	12.8649	78
FBgn0031626	1990	1808.28	0	0
FBgn0051324	1936.55	1754.83	54.1838	839.757
FBgn0260858	1469	1287.28	51.4557	585
FBgn0031874	1728.72	1547	5.93104	81.035
FBgn0262719	7923.37	7741.65	0.292722	20.014
FBgn0082831	6729.16	6547.45	31.3702	1814
FBgn0259239	3472.09	3290.37	0.103235	3
FBgn0036146	755	573.568	4.73265	23.974
FBgn0035073	3322	3140.28	15.7392	436.514
FBgn0020371	789	607.553	0	0
FBgn0032845	1542.66	1360.94	5.49105	66
FBgn0283651	4406.84	4225.13	0.669965	25
FBgn0267824	2632	2450.28	33.8709	732.979
FBgn0069973	900.18	718.663	16.3855	104
FBgn0036301	1709	1527.28	17.5704	237
FBgn0265048	4744	4562.28	163.055	6570
FBgn0261057	237.5	57.1105	0	0
FBgn0052564	1448	1266.28	0.089417	1
FBgn0030797	1039.41	857.869	14.6152	110.732
FBgn0001296	2185.25	2003.54	4.069	72
FBgn0259972	1093	911.283	0.152971	1.231
FBgn0053986	871	689.496	0	0
FBgn0032435	2743	2561.28	0.088415	2
FBgn0033905	1134.29	952.576	20.8013	175
FBgn0029539	639.555	458.164	0.000299	0.002
FBgn0030502	2962.96	2781.24	73.9403	1816.22
FBgn0032554	1230	1048.37	0	0
FBgn0036410	2288.73	2107.01	0.483646	9
FBgn0025390	6068.87	5887.16	3.77257	196.152
FBgn0038394	1047	865.283	1.06179	8.114
FBgn0029715	1083.41	901.694	69.9436	557
FBgn0034911	6361	6179.28	0.183237	10
FBgn0026063	2066	1884.28	1.09481	18.219
FBgn0032375	787.575	606.132	0.186804	1
FBgn0033665	1878	1696.28	10.413	156
FBgn0085380	3223	3041.28	0	0
FBgn0037493	813	631.543	0	0
FBgn0053701	315	133.816	0	0
FBgn0032189	1259	1077.28	11.036	105
FBgn0033726	683	501.599	0	0
FBgn0037526	2192.9	2011.18	7.31376	129.909
FBgn0028902	2092.59	1910.88	0.237016	4
FBgn0050289	1164	982.283	0.11527	1
FBgn0038131	1100	918.283	0	0
FBgn0004910	2728.17	2546.45	0.08893	2
FBgn0037715	1039.98	858.266	19.7889	150
FBgn0038151	1571	1389.28	0	0
FBgn0005391	1583.75	1402.04	0.080759	1
FBgn0265416	4441.82	4260.1	0.053606	2.017
FBgn0033115	1377.16	1195.45	16.2911	172
FBgn0029587	2943.1	2761.38	1.30025	31.711
FBgn0034300	5059.09	4877.38	13.9753	602.001
FBgn0265464	2788	2606.28	6.56005	151
FBgn0036112	761	579.566	0	0
FBgn0262730	8113.31	7931.6	26.4352	1851.79
FBgn0262512	659	477.6	90.0888	380
FBgn0015279	4412.9	4231.19	56.6781	2118
FBgn0039831	2818	2636.29	67.8128	1578.89
FBgn0261673	1855.51	1673.79	6.83238	100.999
FBgn0026570	1226.02	1044.3	47.3814	437
FBgn0031574	3462.1	3280.38	8.24946	239
FBgn0036761	1779.88	1598.16	52.7113	744
FBgn0085385	5875	5693.28	0.009771	0.491
FBgn0027296	2031.49	1849.77	9.9775	163
FBgn0033259	2863	2681.28	30.0247	711
FBgn0033616	1893	1711.28	9.59396	145
FBgn0030224	1034	852.283	0	0
FBgn0016685	915.996	734.477	358.732	2327
FBgn0003888	2516.66	2334.95	362.115	7467.45
FBgn0025381	2146.3	1964.59	350.607	6083.31
FBgn0052667	368	186.794	1.81848	3
FBgn0031771	1556.44	1374.73	125.52	1523.97
FBgn0042133	1168	986.283	4.82169	42
FBgn0028546	1068.35	886.632	86.8395	680
FBgn0037620	1159	977.283	2.20133	19
FBgn0086710	477.181	295.875	3136.12	8195
FBgn0036028	1427	1245.28	10.5473	116
FBgn0000046	1641.84	1460.13	1.36345	17.583
FBgn0034568	3378.48	3196.77	0.495871	14
FBgn0035464	2240.06	2058.34	51.8186	942
FBgn0032331	1716	1534.28	0.221395	3
FBgn0261380	1356	1174.28	24.877	258
FBgn0039196	1506	1324.28	0	0
FBgn0051683	1880.12	1698.4	5.11902	76.784
FBgn0011754	2931.14	2749.42	29.0581	705.597
FBgn0003250	1349	1167.28	0.097001	1
FBgn0028872	1850.33	1668.62	0	0
FBgn0003975	3463	3281.28	0.138028	4
FBgn0040751	379	197.79	24.3718	42.574
FBgn0039958	2074.09	1892.38	28.344	473.714
FBgn0034201	544.467	363.165	0.311782	1
FBgn0032390	842.46	660.994	65.95	385
FBgn0031144	1958.67	1776.95	45.5598	715
FBgn0037481	943	761.472	22.1556	149
FBgn0033457	1060.01	878.292	24.4944	190
FBgn0037974	1249.6	1067.88	26.1298	246.438
FBgn0038033	1754	1572.28	0.042948	0.596
FBgn0029689	2699	2517.28	12.5044	278
FBgn0036784	2074	1892.28	0	0
FBgn0085458	750	568.569	0	0
FBgn0033787	1111.82	930.107	5.72159	47
FBgn0031955	5710.13	5528.41	0.368657	18
FBgn0054011	1090	908.283	0	0
FBgn0051092	4013.57	3831.85	7.22638	244.555
FBgn0003218	5091.31	4909.59	14.391	624
FBgn0029687	2568.06	2386.35	79.4537	1674.54
FBgn0033460	4654.36	4472.65	51.5171	2035
FBgn0039664	1341.29	1159.58	9.28575	95.096
FBgn0037802	1114	932.283	6.8013	56
FBgn0014002	2080.18	1898.46	933.802	15656.9
FBgn0051454	1736	1554.28	0.218546	3
FBgn0046886	1227	1045.28	0	0
FBgn0261060	329	147.808	0	0
FBgn0039349	1857.79	1676.07	23.5093	348
FBgn0036230	922.5	740.979	0	0
FBgn0085599	1023	841.283	13.4789	100.148
FBgn0030292	477	295.694	63.565	166
FBgn0039132	1032.51	850.872	58.4187	439
FBgn0032790	1215	1033.28	14.1359	129
FBgn0029996	2590.17	2408.45	40.7599	867
FBgn0264830	262	80.86	0	0
FBgn0083972	706	524.591	3.88511	18
FBgn0052221	1606	1424.28	11.7657	148
FBgn0061209	595	413.642	0.075676	0.276
FBgn0019938	5078	4896.28	27.6577	1196
FBgn0029920	757	575.567	0.002845	0.014
FBgn0259728	885	703.488	13.4747	83.719
FBgn0052732	2189	2007.28	16.3424	289.716
FBgn0030164	1289.75	1108.03	0	0
FBgn0033785	1901.63	1719.91	9.17568	139.378
FBgn0250839	1002.19	820.587	0.137983	1.001
FBgn0267887	453	271.71	0.000123	0
FBgn0267365	936	754.476	24.9123	166
FBgn0032150	1075.23	893.529	4.81534	38
FBgn0035360	1631.15	1449.43	1.49259	19.106
FBgn0035833	3722	3540.28	16.6309	520
FBgn0034849	774.367	592.93	70.6309	369.868
FBgn0035041	2875.1	2693.38	0.336313	8
FBgn0037067	876	694.49	0	0
FBgn0263197	5869.65	5687.93	70.6287	3548
FBgn0033724	652.795	471.396	53.3235	222
FBgn0265201	476	294.694	1.59054	4.14
FBgn0031690	1669.26	1487.54	0.761172	10
FBgn0035009	576	394.645	0	0
FBgn0052601	967	785.441	0	0
FBgn0033996	1957.75	1776.03	18.5522	291
FBgn0034437	2768	2586.28	0.08756	2
FBgn0031247	748	566.57	26.163	130.915
FBgn0039552	649	467.603	0	0
FBgn0030990	2055.17	1873.45	118.277	1957
FBgn0015925	2002.27	1820.55	34.3932	553
FBgn0029959	1169.66	987.945	31.9759	279
FBgn0001276	727	545.584	24.9041	120
FBgn0036277	437	255.724	120.877	273
FBgn0052643	548	366.65	0	0
FBgn0263782	3818	3636.28	11.708	376
FBgn0035695	4236.34	4054.62	0.055851	2
FBgn0034138	627.223	445.843	3666.45	14437
FBgn0035997	3198.42	3016.7	22.2949	594
FBgn0028541	2463.86	2282.15	70.9983	1431
FBgn0053666	666	484.6	0	0
FBgn0051860	2260.5	2078.78	0	0
FBgn0035312	1183	1001.28	16.8736	149.215
FBgn0036236	1075	893.283	0.127273	1.004
FBgn0259735	6324.89	6143.18	135.929	7374.88
FBgn0037094	3105	2923.28	44.8527	1158
FBgn0051953	715	533.587	3.31732	15.633
FBgn0029523	2309	2127.28	1.2586	23.646
FBgn0035374	1144	962.283	67.54	574
FBgn0034514	440	258.721	0	0
FBgn0038934	4998.81	4817.09	0.094023	4
FBgn0036360	2534	2352.28	0	0
FBgn0014465	1051.85	870.353	0.130853	1.006
FBgn0038471	1102	920.283	21.1621	172
FBgn0038047	1623	1441.28	4.24225	54
FBgn0064237	1495	1313.28	0.172434	2
FBgn0032036	2398.93	2217.21	258.759	5067
FBgn0038207	740	558.572	0	0
FBgn0259821	4371.37	4189.65	4.51326	167.001
FBgn0032084	1431.76	1250.04	1.90216	21
FBgn0014427	1176	994.283	12.9821	114
FBgn0031257	2617.94	2436.22	55.7255	1199
FBgn0041094	2289.33	2107.61	75.0178	1396.38
FBgn0033988	2216	2034.28	35.5108	638
FBgn0001986	3585	3403.28	36.6969	1103
FBgn0032078	1985.21	1803.49	295.203	4702
FBgn0038551	1645	1463.28	26.6958	345
FBgn0000808	1967.65	1785.93	6.97397	110
FBgn0036895	3746	3564.28	0.063534	2
FBgn0266455	280	98.842	0	0
FBgn0031575	2409.85	2228.13	13.4615	264.9
FBgn0033880	1145	963.283	3.64384	31
FBgn0051661	1341	1159.28	0	0
FBgn0283476	12442	12260.3	0.009235	1
FBgn0032882	1961	1779.28	46.0561	723.736
FBgn0025700	892.245	710.728	166.321	1044
FBgn0039811	514	332.665	0	0
FBgn0086447	408.11	226.87	43.7489	87.658
FBgn0000463	4781.36	4599.64	0.125038	5.08
FBgn0034748	1924	1742.28	19.0415	293
FBgn0042138	1252.27	1070.56	90.4291	855
FBgn0017556	1211.5	1029.78	0	0
FBgn0267423	640	458.609	0	0
FBgn0052843	3276.48	3094.76	0.053749	1.469
FBgn0250827	860	678.505	0.333756	2
FBgn0023536	2345	2163.28	3.55916	68
FBgn0263236	3111.03	2929.32	1.12094	28.998
FBgn0039379	1894	1712.28	42.7839	647
FBgn0263842	318	136.815	0	0
FBgn0259676	1753	1571.28	19.6725	273
FBgn0050005	887	705.487	35.6922	222.388
FBgn0036842	2788.09	2606.37	39.5328	910
FBgn0026718	1519.08	1337.36	4.31791	51
FBgn0034061	656	474.6	49.1463	206
FBgn0038877	2124	1942.28	36.6109	628.017
FBgn0262588	777	595.562	18.8217	99
FBgn0264979	1381	1199.28	11.1407	118
FBgn0010772	3249.01	3067.29	31.0451	841
FBgn0034127	2103	1921.28	0.353599	6
FBgn0261850	2797	2615.28	25.7602	595
FBgn0037853	1642	1460.28	105.917	1366
FBgn0038851	978	796.427	2.13254	15
FBgn0083942	556	374.648	0	0
FBgn0004915	1412.3	1230.58	45.6501	496.136
FBgn0265630	6015.8	5834.08	26.1425	1347
FBgn0034870	870	688.497	0.164456	1
FBgn0036483	4063.1	3881.38	9.18915	315
FBgn0026869	6323.4	6141.68	30.9429	1678.4
FBgn0051404	981	799.425	0	0
FBgn0050446	2303	2121.28	0.320261	6
FBgn0033020	669.473	488.073	0.231989	1
FBgn0036450	2644	2462.28	42.9957	935
FBgn0085479	1472	1290.28	0.263262	3
FBgn0037045	1081	899.283	12.0872	96
FBgn0030114	2654.21	2472.49	39.292	857.999
FBgn0046685	2895	2713.28	48.3242	1158
FBgn0031951	1176.71	994.99	32.1677	282.676
FBgn0030310	741.512	560.08	425.149	2103
FBgn0032251	1034.39	852.669	10.4906	79
FBgn0036009	1497	1315.28	0.086086	1
FBgn0039266	1547.71	1365.99	56.4484	681
FBgn0034194	1754.82	1573.1	26.6315	370
FBgn0004554	569.5	388.146	0	0
FBgn0003360	1714.91	1533.19	47.2526	639.837
FBgn0030320	3600.83	3419.12	20.83	629.001
FBgn0261639	849	667.528	6.26742	36.949
FBgn0030812	4530.02	4348.31	41.2975	1585.96
FBgn0052091	2967	2785.28	1.38217	34
FBgn0039183	3133.27	2951.56	32.9087	857.848
FBgn0000299	5698.28	5516.57	1067.73	52021
FBgn0004892	2611	2429.28	0.046609	1
FBgn0038602	615	433.634	0.261113	1
FBgn0037260	1785	1603.28	0.918089	13
FBgn0052668	2676	2494.28	0.680922	15
FBgn0001250	5702.3	5520.59	0.780594	38.059
FBgn0036795	1548	1366.28	0	0
FBgn0015321	1146.97	965.255	68.3877	583
FBgn0030202	348	166.801	0	0
FBgn0030244	967.414	785.849	2.16124	15
FBgn0039501	2472	2290.28	7.56404	153
FBgn0038127	935	753.476	0	0
FBgn0003129	2566	2384.28	0.047489	1
FBgn0033100	547.828	366.478	41.4008	134
FBgn0030832	708	526.59	0	0
FBgn0264738	1067	885.283	0	0
FBgn0036302	2212.79	2031.08	63.8866	1146
FBgn0011205	1944.1	1762.38	58.5168	910.815
FBgn0028700	1278.15	1096.43	37.5137	363.262
FBgn0039927	3409.9	3228.19	6.66921	190.144
FBgn0038079	689.704	508.29	0.445522	2
FBgn0040066	1650.11	1468.39	56.213	729
FBgn0030833	3835.36	3653.65	3.65685	118
FBgn0036656	1426.34	1244.62	1.1089	12.189
FBgn0053531	4551.69	4369.97	0.103641	4
FBgn0033982	3104.5	2922.78	0.51683	13.341
FBgn0085237	380	198.789	0	0
FBgn0052086	1524	1342.28	0	0
FBgn0284247	12280.5	12098.8	0	0
FBgn0039434	1030	848.283	0.133478	1
FBgn0051933	2076	1894.28	0	0
FBgn0038830	670	488.6	18.3073	79
FBgn0035294	1682	1500.28	80.8295	1071.01
FBgn0040793	417	235.747	511.51	1065
FBgn0014179	2025.98	1844.27	0.184183	3
FBgn0031145	829.031	647.584	283.547	1621.7
FBgn0033234	1977.27	1795.55	0.827201	13.118
FBgn0040343	579.92	398.553	0.284097	1
FBgn0050491	1217.8	1036.08	3.96492	36.281
FBgn0034420	3250.14	3068.42	123.913	3358
FBgn0054008	715	533.587	6.80237	32.056
FBgn0037297	1594.09	1412.38	21.4049	267
FBgn0031725	2617.81	2436.1	0.046479	1
FBgn0039307	1248	1066.28	0	0
FBgn0035435	1103	921.283	9.95505	81
FBgn0013810	12202	12020.3	3.59832	382
FBgn0003963	4700.29	4518.57	80.9631	3231
FBgn0030494	858	676.506	0.167371	1
FBgn0039055	3473	3291.28	28.5882	831
FBgn0040308	1040.67	858.956	90.8239	689.001
FBgn0039620	2274	2092.28	1.35292	25
FBgn0015765	1453.59	1271.87	20.2975	228
FBgn0031270	686.785	505.382	6.27321	28
FBgn0029795	1576.99	1395.27	0.892661	11
FBgn0030049	4105.37	3923.65	63.9754	2216.93
FBgn0052702	11349	11167.3	6.1545	607
FBgn0032938	3687.32	3505.6	43.5713	1349
FBgn0037760	4638.98	4457.26	33.7859	1330
FBgn0259832	474	292.697	13.9263	36
FBgn0020440	4551.83	4370.12	14.872	574.001
FBgn0004590	639	457.609	0	0
FBgn0024941	3599.78	3418.06	0.066252	2
FBgn0035084	1479.42	1297.71	7.32916	84
FBgn0038752	2194	2012.28	0	0
FBgn0051643	2890	2708.28	0	0
FBgn0030746	3778.83	3597.11	0.786933	25.001
FBgn0015714	1563.62	1381.9	63.1604	770.852
FBgn0037506	1426	1244.28	0.272994	3
FBgn0266977	516	334.665	0	0
FBgn0035077	1165	983.283	0.545289	4.735
FBgn0053109	1025	843.283	0.13427	1
FBgn0002933	523	341.66	0	0
FBgn0085331	825	643.538	0	0
FBgn0261584	1689.41	1507.7	2.92889	39
FBgn0033362	2188.4	2006.69	3.78048	67
FBgn0030575	1409.71	1227.99	4.42586	48
FBgn0015572	1749	1567.28	0.577955	8
FBgn0013276	2375	2193.28	12.3018	238.293
FBgn0032613	2123	1941.28	21.2307	364
FBgn0036225	1146	964.283	0	0
FBgn0052208	514	332.665	0.009009	0.026
FBgn0017567	819	637.539	168.898	951
FBgn0014388	3416.48	3234.77	585.999	16741.3
FBgn0046763	1934	1752.28	90.0982	1394.34
FBgn0037061	627	445.62	22.3599	88
FBgn0030941	2416.57	2234.86	55.9841	1105
FBgn0029809	1433	1251.28	0.090489	1
FBgn0053120	2301	2119.28	1.28225	24
FBgn0015614	1262.5	1080.78	82.0892	783.561
FBgn0033498	1268	1086.28	0.104234	1
FBgn0022224	396	214.776	41.6479	79
FBgn0033729	794.5	612.968	0	0
FBgn0260453	1568.84	1387.12	0.571393	7
FBgn0039160	1362	1180.28	68.5736	714.812
FBgn0032750	1371	1189.28	11.4248	120
FBgn0262738	7035.65	6853.93	17.5051	1059.63
FBgn0033979	1744.49	1562.77	0.655843	9.052
FBgn0032651	1360	1178.28	0	0
FBgn0050376	941	759.475	0	0
FBgn0039495	1455	1273.28	0.266777	3
FBgn0041105	2454	2272.28	0.199319	4
