Name	Length	EffectiveLength	TPM	NumReads
FBgn0019938	5078	4904.41	30.7859	1161
FBgn0029920	757	583.663	0	0
FBgn0259728	885	711.6	9.73441	53.265
FBgn0052732	2189	2015.41	16.6153	257.493
FBgn0030164	1289.75	1116.16	0	0
FBgn0033785	1900.54	1726.95	9.22886	122.553
FBgn0250839	1211	1037.41	0.125359	1
FBgn0267887	453	279.82	0.000167	0
FBgn0267365	936	762.591	28.65	168
FBgn0032150	1013.95	840.466	4.9515	32.001
FBgn0035360	1715.04	1541.45	1.18115	14
FBgn0035833	3722	3548.41	15.9427	435
FBgn0034849	776.553	603.206	62.0111	287.626
FBgn0035041	2875.18	2701.59	0.27876	5.791
FBgn0037067	876	702.601	0	0
FBgn0263197	5846.15	5672.56	77.0096	3359.05
FBgn0033724	638.571	465.281	43.603	156
FBgn0265201	476	302.805	0.916828	2.135
FBgn0031690	1727.78	1554.19	0.418381	5
FBgn0035009	576	402.756	0	0
FBgn0052601	967	793.568	0.236361	1.442
FBgn0033996	1959.05	1785.46	18.0638	248
FBgn0034437	2768	2594.41	0	0
FBgn0031247	748	574.666	24.1959	106.918
FBgn0039552	649	475.699	0	0
FBgn0030990	2067.98	1894.39	108.192	1576
FBgn0015925	2001.77	1828.18	34.4298	484
FBgn0029959	1161.67	988.085	29.8771	227
FBgn0001276	727	553.675	25.3674	108
FBgn0036277	437	263.828	125.697	255
FBgn0052643	548	374.765	0	0
FBgn0263782	3818	3644.41	12.2931	344.494
FBgn0035695	4354.47	4180.88	0.124422	4
FBgn0034138	627.264	453.983	3625.47	12656
FBgn0035997	3213.19	3039.6	23.5317	550
FBgn0028541	2464.41	2290.82	68.5209	1207
FBgn0053666	666	492.696	0	0
FBgn0051860	2260.5	2086.91	0	0
FBgn0035312	1183	1009.41	15.6607	121.554
FBgn0036236	1075	901.41	0.000377	0.003
FBgn0259735	6470.8	6297.21	135.619	6566.9
FBgn0037094	3109.13	2935.54	43.3269	978
FBgn0051953	715	541.68	0.798573	3.326
FBgn0029523	2309	2135.41	1.51344	24.851
FBgn0035374	1144	970.41	68.8835	514
FBgn0034514	440	266.827	0	0
FBgn0038934	4898.35	4724.76	0.110149	4.002
FBgn0036360	2534	2360.41	0.110192	2
FBgn0014465	1564.11	1390.61	0.187039	2
FBgn0038471	1102	928.41	22.5524	161
FBgn0038047	1623	1449.41	3.40957	38
FBgn0064237	1495	1321.41	0	0
FBgn0032036	2396.91	2223.32	261.288	4467
FBgn0038207	740	566.669	0.229497	1
FBgn0259821	4494.01	4320.42	5.38808	179
FBgn0032084	1464.43	1290.84	2.61943	26
FBgn0014427	1176	1002.41	12.0655	93
FBgn0031257	2624.08	2450.49	60.6597	1143
FBgn0041094	2297.98	2124.39	68.8075	1123.99
FBgn0033988	2216	2042.41	33.3653	524
FBgn0001986	3585	3411.41	39.6085	1039
FBgn0032078	1989.4	1815.81	291.424	4069
FBgn0038551	1645	1471.41	27.9293	316
FBgn0000808	2015.75	1842.16	6.7066	95.001
FBgn0036895	3746	3572.41	0.036404	1
FBgn0266455	280	106.948	0	0
FBgn0031575	2306.31	2132.72	15.4576	253.496
FBgn0033880	1145	971.41	4.0163	30
FBgn0051661	1341	1167.41	0	0
FBgn0283476	12442	12268.4	0.042401	4
FBgn0032882	1961	1787.41	44.2607	608.324
FBgn0025700	891.934	718.53	155.111	857
FBgn0039811	514	340.782	0	0
FBgn0086447	409.461	236.322	37.9547	68.971
FBgn0000463	4625.69	4452.1	0.058963	2.018
FBgn0034748	1924	1750.41	18.57	249.946
FBgn0042138	1245.21	1071.62	89.5618	737.999
FBgn0017556	1210.78	1037.19	0.000118	0
FBgn0267423	640	466.706	0	0
FBgn0052843	3276.48	3102.89	0.041912	1
FBgn0250827	860	686.607	0.757633	4
FBgn0023536	2345	2171.41	4.37208	73
FBgn0263236	3130.76	2957.17	1.18739	27
FBgn0039379	1894	1720.41	41.6511	551
FBgn0263842	318	144.923	0	0
FBgn0259676	1753	1579.41	23.5493	286
FBgn0050005	887	713.6	32.4835	178.242
FBgn0036842	2795.87	2622.28	38.2864	772
FBgn0026718	1522.82	1349.23	5.39769	55.999
FBgn0034061	656	482.696	48.4959	180
FBgn0038877	2124	1950.41	31.7872	476.729
FBgn0262588	777	603.652	15.5115	72
FBgn0264979	1362.63	1189.04	12.2498	112
FBgn0010772	3250.3	3076.71	30.0954	712
FBgn0034127	2103	1929.41	0.741439	11
FBgn0261850	2797	2623.41	24.935	503
FBgn0037853	1642	1468.41	90.7786	1025
FBgn0038851	978	804.558	3.07116	19
FBgn0083942	556	382.762	0	0
FBgn0004915	1412.95	1239.36	43.2516	412.186
FBgn0265630	6016.58	5842.99	27.6213	1241
FBgn0034870	870	696.604	0	0
FBgn0036483	4136.63	3963.04	8.17105	249
FBgn0026869	6298.84	6125.25	32.8102	1545.35
FBgn0051404	981	807.555	0.16104	1
FBgn0050446	2303	2129.41	0.183218	3
FBgn0033020	669.474	496.17	0.262106	1
FBgn0036450	2644	2470.41	42.4826	807
FBgn0085479	1472	1298.41	0.400641	4
FBgn0037045	1081	907.41	7.59591	53
FBgn0030114	2666.58	2492.99	35.1598	674
FBgn0046685	2895	2721.41	52.1838	1092
FBgn0031951	1167.76	994.169	32.0976	245.373
FBgn0030310	739.458	566.121	388.915	1693
FBgn0032251	1051.01	877.421	8.74483	59
FBgn0036009	1497	1323.41	0	0
FBgn0039266	1549.38	1375.79	56.9052	602
FBgn0034194	1755.12	1581.53	26.807	326
FBgn0004554	569.5	396.257	0	0
FBgn0003360	1729.7	1556.11	48.1111	575.676
FBgn0030320	3582.18	3408.59	21.2896	558
FBgn0261639	849	675.615	7.45042	38.706
FBgn0030812	4535.32	4361.73	46.5922	1562.66
FBgn0052091	2967	2793.41	1.62945	35
FBgn0039183	3117.24	2943.65	31.4116	711
FBgn0000299	5696.9	5523.31	1253.11	53221
FBgn0004892	2611	2437.41	0	0
FBgn0038602	615	441.739	0	0
FBgn0037260	1785	1611.41	0.565473	7.007
FBgn0052668	2676	2502.41	0.831512	16
FBgn0001250	5715.55	5541.96	0.684053	29.151
FBgn0036795	1548	1374.41	0	0
FBgn0015321	1149.38	975.793	64.905	487
FBgn0030202	348	174.91	0	0
FBgn0030244	980.298	806.806	1.12977	7.009
FBgn0039501	2472	2298.41	6.90302	122
FBgn0038127	935	761.591	0	0
FBgn0003129	2566	2392.41	0.054508	1.003
FBgn0033100	557.634	384.394	41.6137	123
FBgn0030832	708	534.684	0	0
FBgn0264738	1067	893.41	0	0
FBgn0036302	2246.49	2072.9	62.8631	1002
FBgn0011205	1927.75	1754.16	57.9407	781.529
FBgn0028700	1278.66	1105.07	35.1605	298.769
FBgn0039927	3402.85	3229.26	7.25519	180.155
FBgn0038079	719.667	546.347	0	0
FBgn0040066	1666.61	1493.02	51.6532	593
FBgn0030833	3848.53	3674.94	4.42351	125
FBgn0036656	1325.4	1151.86	1.7048	15.099
FBgn0053531	4554.17	4380.58	0.059376	2
FBgn0033982	2550.17	2376.58	0.500393	9.144
FBgn0085237	380	206.894	0	0
FBgn0052086	1524	1350.41	0	0
FBgn0284247	12278.7	12105.1	0.010744	1
FBgn0039434	1030	856.41	0.151854	1
FBgn0051933	2076	1902.41	0	0
FBgn0038830	670	496.695	18.5925	71.01
FBgn0035294	1682	1508.41	76.1391	883.12
FBgn0040793	417	243.851	524.246	983
FBgn0014179	2042	1868.41	0	0
FBgn0031145	851.075	677.719	265.06	1381.3
FBgn0033234	1996.27	1822.68	0.717721	10.06
FBgn0040343	583.667	410.412	0.316874	1
FBgn0050491	1109.38	935.786	4.19301	30.171
FBgn0034420	3234.75	3061.16	127.408	2999
FBgn0054008	715	541.68	7.71591	32.138
FBgn0037297	1606.57	1432.98	18.4231	203.001
FBgn0031725	2661.5	2487.91	0	0
FBgn0039307	1248	1074.41	0.121042	1
FBgn0035435	1103	929.41	8.81537	63
FBgn0013810	12202	12028.4	4.13011	382
FBgn0003963	4713.76	4540.17	89.0332	3108.26
FBgn0030494	858	684.608	0	0
FBgn0039055	3473	3299.41	30.7444	780
FBgn0040308	1038.43	864.842	89.7728	597.001
FBgn0039620	2274	2100.41	0.990656	16
FBgn0015765	1455.91	1282.32	16.5309	162.999
FBgn0031270	714.479	541.158	3.84506	16
FBgn0029795	1583.12	1409.53	1.47623	16
FBgn0030049	4139.51	3965.92	61.3892	1872.1
FBgn0052702	11349	11175.4	6.40039	550
FBgn0032938	3660.36	3486.77	45.6153	1223
FBgn0037760	4632.14	4458.55	35.5563	1219
FBgn0259832	474	300.808	14.3897	33.284
FBgn0020440	4594.06	4420.47	14.8851	505.957
FBgn0004590	639	465.707	0	0
FBgn0024941	3532.13	3358.54	0.120595	3.115
FBgn0035084	1417.19	1243.6	7.76871	74.289
FBgn0038752	2194	2020.41	0	0
FBgn0051643	2889.28	2715.69	0.048	1.002
FBgn0030746	3804.38	3630.79	0.788005	22
FBgn0015714	1560.45	1386.86	61.6848	657.815
FBgn0037506	1426	1252.41	0.311517	3
FBgn0266977	516	342.782	0	0
FBgn0035077	1165	991.41	0.135637	1.034
FBgn0053109	1025	851.41	0	0
FBgn0002933	523	349.776	0	0
FBgn0085331	825	651.632	0	0
FBgn0261584	1761.11	1587.52	3.44063	42
FBgn0033362	2036.73	1863.14	5.23508	74.999
FBgn0030575	1375.48	1201.89	5.73481	53
FBgn0015572	1749	1575.41	1.23824	15
FBgn0013276	2375	2201.41	12.1289	205.313
FBgn0032613	2123	1949.41	19.0129	285
FBgn0036225	1146	972.41	0	0
FBgn0052208	514	340.782	0.017712	0.046
FBgn0017567	819	645.636	157.114	780
FBgn0014388	3426.89	3253.3	570.168	14263.3
FBgn0046763	1934	1760.41	86.8762	1176
FBgn0037061	627	453.719	27.803	97
FBgn0030941	2416.31	2242.72	58.393	1007
FBgn0029809	1433	1259.41	0	0
FBgn0053120	2301	2127.41	1.83391	30
FBgn0015614	1219.78	1046.19	88.451	711.548
FBgn0033498	1268	1094.41	0.11883	1
FBgn0022224	396	222.874	52.5157	90
FBgn0033729	794.5	621.09	0	0
FBgn0260453	2030.45	1856.86	0.140074	2
FBgn0039160	1362	1188.41	66.3316	606.15
FBgn0032750	1371	1197.41	9.44895	87
FBgn0262738	7028.16	6854.57	18.0999	954
FBgn0033979	1742.76	1569.17	0.663021	8
FBgn0032651	1360	1186.41	0	0
FBgn0050376	941	767.59	0	0
FBgn0039495	1455	1281.41	0	0
