Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0036819	70	31	30	86	17	37	35	48	43	44	24	45	39.91	42	38	0.921	-0.119	-0.318	0.75014237279252	0.940594374245245	0.0366	0.0918	0.0735	0.0735	TRUE	0.5805
FBgn0036820	154	47	43	155	46	50	78	73	61	79	64	61	69.49	71	68	0.968	-0.047	-0.172	0.863474964651399	0.969671052810263	0	0.0582	0.0391	0.0391	TRUE	0.2252
FBgn0036821	1441	498	457	382	112	147	726	778	651	195	157	180	447.81	718	177	0.249	-2.007	-12.675	8.17710560824955e-37	5.60257535789837e-34	0.0061	0.0199	0.0145	0.0145	TRUE	0.098
FBgn0036822	10	0	0	36	3	4	5	0	0	18	4	5	5.42	2	9	4.453	2.155	1.754	0.0793715474180051	NA	1.4146	0.5945	0.7797	0.7797	TRUE	4.2783
FBgn0036824	6331	2554	3118	4333	1861	2362	3189	3991	4443	2210	2603	2895	3221.75	3874	2569	0.663	-0.593	-3.749	0.000177634494765231	0.00352380945406217	0.0219	0.0138	0.0177	0.0177	TRUE	0.296
FBgn0036825	53621	21013	26896	37917	22494	26561	27007	32839	38324	19335	31461	32556	30253.78	32723	27784	0.849	-0.236	-1.19	0.234189618611337	0.642218883303933	0.0455	0.0129	0.0284	0.0284	TRUE	0.5178
FBgn0036826	395	62	112	336	112	125	199	97	160	171	157	153	156.11	152	160	1.043	0.061	0.236	0.813756334913914	0.960144082007979	0.0557	0.033	0.041	0.041	TRUE	0.3475
FBgn0036827	567	184	182	571	181	225	286	288	259	291	253	276	275.43	278	273	0.988	-0.018	-0.113	0.910318638581881	0.980589691341164	0	0.0243	0.0145	0.0145	TRUE	0.0435
FBgn0036828	1259	464	481	1216	434	531	634	725	685	620	607	651	653.76	681	626	0.921	-0.118	-0.921	0.357123660900897	0.772150386694225	0.0019	0.0177	0.0103	0.0103	TRUE	0.0484
FBgn0036829	6	2	0	4	1	0	3	3	0	2	1	0	1.6	2	1	0.579	-0.788	-0.45	0.652699182588676	NA	0	1.9845	1.5423	1.5423	TRUE	0.5402
FBgn0036830	3	1	0	2	0	0	2	2	0	1	0	0	0.68	1	0	0.453	-1.143	-0.435	0.663219527770574	NA	0	4.6299	3.61	3.61	TRUE	0.5607
FBgn0036831	1	0	0	0	0	0	1	0	0	0	0	0	0.08	0	0	0.506	-0.982	-0.242	0.809054835068777	NA	0	37.539	10	10	TRUE	0.1276
FBgn0036832	1	0	0	0	0	0	1	0	0	0	0	0	0.08	0	0	0.506	-0.982	-0.242	0.809054835068777	NA	0	37.539	10	10	TRUE	0.1276
FBgn0036833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036834	7	7	4	7	3	2	4	11	6	4	4	2	5.06	7	3	0.533	-0.908	-0.955	0.339828592141146	NA	0	0.6349	0.4227	0.4227	TRUE	0.4239
FBgn0036835	0	0	0	2	0	0	0	0	0	1	0	0	0.17	0	0	2.419	1.274	0.314	0.753276162384087	NA	0	18.5451	10	10	TRUE	0.5299
FBgn0036836	6	4	3	2	0	1	3	6	4	1	0	1	2.63	4	1	0.186	-2.429	-1.704	0.0883796130425971	NA	0	1.2096	0.7607	0.7607	TRUE	0.2524
FBgn0036837	187	47	57	115	47	42	94	73	81	59	66	51	70.79	83	59	0.697	-0.52	-1.926	0.0541521881359882	0.293390230977644	0	0.0573	0.0375	0.0375	TRUE	0.1691
FBgn0036838	285	95	90	347	131	115	144	148	128	177	183	141	153.56	140	167	1.193	0.255	1.255	0.209459755299009	0.608499034718942	0.0046	0.0334	0.0228	0.0228	TRUE	0.1816
FBgn0036839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036842	2187	682	723	2362	772	910	1102	1066	1030	1204	1080	1115	1099.53	1066	1133	1.064	0.089	0.767	0.443115631926325	0.824405224786593	0.0017	0.0157	0.0088	0.0088	TRUE	0.0383
FBgn0036843	294	121	149	500	188	165	148	189	212	255	263	202	211.61	183	240	1.327	0.408	1.974	0.0483725538684977	0.277550509777928	0.0223	0.0277	0.0256	0.0256	TRUE	0.3703
FBgn0036844	2988	1118	1034	3159	1119	1325	1505	1747	1473	1611	1565	1624	1587.59	1575	1600	1.017	0.025	0.206	0.83664652774997	0.96444014645742	0.0035	0.0148	0.0095	0.0095	TRUE	0.1063
FBgn0036846	961	270	335	787	290	349	484	422	477	401	406	428	436.34	461	412	0.889	-0.17	-1.208	0.226998242716045	0.63235481023052	0	0.0201	0.0118	0.0118	TRUE	0.0586
FBgn0036847	1643	475	602	1999	652	707	828	742	858	1019	912	867	870.92	809	933	1.154	0.206	1.563	0.117938930132183	0.466285834295092	0.0051	0.0165	0.0113	0.0113	TRUE	0.0837
FBgn0036848	635	240	261	719	338	383	320	375	372	367	473	469	395.94	356	436	1.226	0.294	1.757	0.0789344927833757	0.372747786813773	0.0131	0.0208	0.0175	0.0175	TRUE	0.2493
FBgn0036849	80	26	36	92	24	39	40	41	51	47	34	48	43.42	44	43	0.987	-0.018	-0.055	0.9565077245864	0.99264388394218	0	0.0854	0.0569	0.0569	TRUE	0.2089
FBgn0036850	290	86	78	338	116	135	146	134	111	172	162	165	148.61	130	166	1.268	0.342	1.691	0.0908774434872609	0.405737037163425	0	0.034	0.0223	0.0223	TRUE	0.1561
FBgn0036851	2	1	1	0	1	0	1	2	1	0	1	0	0.9	1	0	0.281	-1.832	-0.815	0.415164185187651	NA	0	3.517	2.3312	2.3312	TRUE	0.6969
FBgn0036853	259	88	126	285	87	141	130	138	180	145	122	173	147.89	149	147	0.991	-0.013	-0.058	0.953506503228356	0.991840564914038	0.0213	0.0341	0.0295	0.0295	TRUE	0.2755
FBgn0036857	1100	315	411	801	317	350	554	492	586	408	443	429	485.46	544	427	0.782	-0.354	-2.529	0.0114421129259568	0.1017252788146	0.0019	0.0193	0.0119	0.0119	TRUE	0.0727
FBgn0036858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036859	2	0	1	1	0	0	1	0	1	1	0	0	0.49	1	0	0.392	-1.349	-0.46	0.645589038997043	NA	0	6.4369	4.6089	4.6089	TRUE	0.165
FBgn0036860	0	0	0	3	3	1	0	0	0	2	4	1	1.16	0	2	11.866	3.569	1.636	0.101909975851206	NA	0	2.7318	2.2062	2.2062	TRUE	0.3663
FBgn0036861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036862	504	167	138	927	284	346	254	261	197	473	397	424	334.25	237	431	1.818	0.862	5.03	4.9054960315981e-07	1.88332987730363e-05	0.0101	0.0223	0.0176	0.0176	TRUE	0.2209
FBgn0036868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036870	11	1	4	5	2	3	6	2	6	3	3	4	3.64	5	3	0.671	-0.576	-0.536	0.592098314246777	NA	0	0.8788	0.543	0.543	TRUE	0.3131
FBgn0036871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036872	35	20	28	37	18	34	18	31	40	19	25	42	29.08	30	29	0.976	-0.035	-0.073	0.942139944499451	0.987359658942107	0.1386	0.1212	0.1277	0.1277	TRUE	0.4591
FBgn0036873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036874	1	0	0	1	0	0	1	0	0	1	0	0	0.17	0	0	0.933	-0.1	-0.025	0.980307217136184	NA	0	18.6598	10	10	TRUE	0.0958
FBgn0036875	10	4	7	14	10	5	5	6	10	7	14	6	8.09	7	9	1.292	0.37	0.489	0.624574128520735	0.902945597756867	0	0.4024	0.2769	0.2769	TRUE	0.5117
FBgn0036876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036877	3	2	4	10	3	4	2	3	6	5	4	5	4.09	4	5	1.491	0.576	0.557	0.577505133620399	NA	0	0.7832	0.498	0.498	TRUE	0.7699
FBgn0036878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0036880	2	0	0	1	0	0	1	0	0	1	0	0	0.25	0	0	0.663	-0.593	-0.147	0.883363336772265	NA	0	12.4698	10	10	TRUE	0.4415
FBgn0036881	2	1	0	1	1	0	1	2	0	1	1	0	0.75	1	1	0.689	-0.538	-0.227	0.820585745305955	NA	0	4.2329	2.6461	2.6461	TRUE	0.2342
FBgn0036882	75	24	15	46	19	20	38	38	21	23	27	25	28.53	32	25	0.757	-0.402	-0.975	0.329669066518437	0.748880993491384	0	0.1232	0.0856	0.0856	TRUE	0.4581
FBgn0036886	590	185	242	572	191	211	297	289	345	292	267	259	291.43	310	273	0.883	-0.18	-1.112	0.266088811180855	0.684052650699906	0.0032	0.0237	0.0152	0.0152	TRUE	0.0975
FBgn0036887	392	97	131	392	124	132	197	152	187	200	173	162	178.47	179	178	0.997	-0.004	-0.019	0.984991449514633	0.996401912643593	0.0104	0.0305	0.0226	0.0226	TRUE	0.1633
FBgn0036888	3157	1039	1155	3015	1163	1378	1590	1624	1646	1537	1627	1689	1618.78	1620	1618	0.998	-0.003	-0.024	0.980505351348867	0.995901559977334	0.001	0.0148	0.0077	0.0077	TRUE	0.0239
FBgn0036889	242	57	89	257	88	100	122	89	127	131	123	123	119.08	113	126	1.109	0.149	0.665	0.506029381801258	0.855237025417508	0.0047	0.0393	0.0274	0.0274	TRUE	0.2657
FBgn0036890	3	0	1	4	0	0	2	0	1	2	0	0	0.83	1	1	0.77	-0.377	-0.155	0.876910562920578	NA	0	3.8115	3.1012	3.1012	TRUE	1.8831
FBgn0036891	6367	2033	2306	6144	2441	2762	3207	3177	3286	3133	3414	3385	3267.06	3223	3311	1.027	0.038	0.373	0.709366483879262	0.92793762254554	0.0011	0.0138	0.0071	0.0071	TRUE	0.0275
FBgn0036892	2084	670	670	2206	742	848	1050	1047	955	1125	1038	1039	1042.25	1017	1067	1.05	0.07	0.595	0.552048465832937	0.869745671546015	0.0017	0.0159	0.009	0.009	TRUE	0.0332
FBgn0036893	267	96	92	391	139	173	134	150	131	199	194	212	170.24	138	202	1.463	0.549	2.966	0.00301729985689229	0.0359292644723791	0	0.0313	0.0182	0.0182	TRUE	0.0437
FBgn0036895	7	2	1	6	1	2	4	3	1	3	1	2	2.5	3	2	0.861	-0.216	-0.172	0.863632727017569	NA	0	1.2741	0.7375	0.7375	TRUE	0.1925
FBgn0036896	1771	557	527	908	295	346	892	870	751	463	413	424	635.52	838	433	0.518	-0.949	-6.845	7.63648248640545e-12	6.4779190006108e-10	0.0049	0.0178	0.012	0.012	TRUE	0.0948
FBgn0036897	551	189	179	687	190	226	278	295	255	350	266	277	286.84	276	298	1.087	0.12	0.68	0.496723506925654	0.850339472647856	0.0118	0.0238	0.0188	0.0188	TRUE	0.2995
FBgn0036899	25	7	4	93	2	0	13	11	6	47	3	0	13.24	10	17	1.735	0.795	0.462	0.64403277889917	0.909436570700314	2.0415	0.2507	0.7428	2.0415	TRUE	17.7688
FBgn0036900	1154	347	362	1053	324	433	581	542	516	537	453	531	526.7	546	507	0.928	-0.108	-0.762	0.446040146749681	0.826190975083466	0.0042	0.0188	0.0124	0.0124	TRUE	0.0938
FBgn0036905	13	5	4	10	5	3	7	8	6	5	7	4	5.97	7	5	0.782	-0.354	-0.428	0.668892916349605	NA	0	0.5403	0.3174	0.3174	TRUE	0.1079
FBgn0036906	121	30	34	162	36	26	61	47	48	83	50	32	53.52	52	55	1.067	0.094	0.247	0.804721371449651	0.956452262543641	0.1073	0.0717	0.0846	0.0846	TRUE	0.4292
FBgn0036908	1024	240	249	976	249	271	516	375	355	498	348	332	403.96	415	393	0.945	-0.081	-0.38	0.703764925811571	0.92793762254554	0.0447	0.0206	0.0299	0.0299	TRUE	0.6696
FBgn0036909	221	37	79	353	82	108	111	58	113	180	115	132	118.13	94	142	1.511	0.595	2.043	0.0410901057810621	0.250165126251218	0.0764	0.0395	0.0517	0.0517	TRUE	0.8903
FBgn0036910	5	4	5	1	3	5	3	6	7	1	4	6	4.45	5	4	0.658	-0.604	-0.544	0.586546172240848	NA	0.4878	0.72	0.6302	0.6302	TRUE	1.2413
FBgn0036911	353	101	120	406	123	170	178	158	171	207	172	208	182.34	169	196	1.159	0.213	1.144	0.252419179368055	0.665176813796233	0	0.0301	0.0192	0.0192	TRUE	0.1073
FBgn0036913	3839	1465	1428	3241	1304	1581	1934	2290	2035	1653	1824	1938	1945.37	2086	1805	0.865	-0.209	-1.668	0.095294151207302	0.415843832730905	0.0063	0.0145	0.0107	0.0107	TRUE	0.0869
FBgn0036915	1362	445	528	1110	480	553	686	695	752	566	671	678	674.83	711	638	0.895	-0.16	-1.163	0.244897972663273	0.655759053671912	0.0054	0.0175	0.012	0.012	TRUE	0.1266
FBgn0036916	432	112	150	400	155	193	218	175	214	204	217	237	210.61	202	219	1.074	0.103	0.566	0.571573310626065	0.878726012302929	0.0047	0.0278	0.0187	0.0187	TRUE	0.129
